Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2051,Cobalt is a material which is:,Strongly attracted by a magnet,Not attracted by a magnet,Not a magnet,Weakly attracted by a magnet,A
2052,How many square inches are in 1 square foot?,12 sq inches,36 sq inches,144 sq inches,1728 sq inches,C
2054,"If there are several earthquakes in a row, what is the name of the largest of these earthquakes?",Tertiary shock,Foreshock,Mainshock,Aftershock,C
2055,The Moon's surface gravity is ______.,one-eighth that of Earth,one-sixth that of Earth,one-tenth that of Earth,one-fourth that of Earth,B
2057,The energy of electrons at the negative terminal of a battery is called ____.,Electrical potential,Magnetic potential,Both A and B,None of these,A
2058,What is the basic unit of heredity?,Gene,Nucleotide,Chromosome,None of these,A
2060,Which element is used to remove the permanent hardness of water?,Washing Soda,Calcium,Magnesium,Chlorine,A
2061,The leaves of most gymnosperms are ______.,nettles,needles,net-shaped,nine-petaled,B
2062,"Ribosomes, the sites of protein synthesis, are found:",In the cytoplasm,Attached to the rough endoplasmic reticulum,Both A and B,None of these,C
2063,"A nuclear reactor is a device used to carry out controlled nuclear reactions, whereas a GM counter is a device used to detect:",Current,Voltage,Nuclear radiation,Power,C
2064,An extremely small piece of silicon on which integrated circuits are fabricated is called a:,Hollerith Code,Chip,Feed,Card reader,B
2065,The unit that coordinates the different devices of the computer system is the:,ALU,Register,Control unit,Logical instructions,C
2066,Which part of the camera is analogous to the retina in the human eye?,Lens,Film,Aperture,Shutter,B
2067,"With a rise in temperature, the conductivity of metals:",Decreases,Increases,Remains unchanged,May decrease or increase,A
2068,"Penicillin, an antibiotic, is obtained from a:",Flowering plant,Fungus,Virus,Bacterium,B
2069,Is a light-year a measure of time?,Right,Wrong,Ambiguous,No idea,B
2070,Which astronomer invented a diving bell?,William Herschel,Tycho Brahe,Edmond Halley,Edwin Hubble,C
2071,How long has the Sun been in existence?,10 billion years,4.5 million years,4.5 billion years,4.5 trillion years,C
2073,Which of the following rays are more penetrating?,Alpha,Beta,Gamma,None of these,C
2074,Laughing gas is called:,Nitrous oxide,Nitric oxide,Ammonium oxide,Hydrogen peroxide,A
2076,Who was the rival of Alexander Graham Bell in the invention of the telephone?,Elisha Gray,Josiah Gregg,Adolphus Greely,William Green,A
2077,The metal known as 'quicksilver' is:,Aluminum,Copper,Steel,Mercury,D
2079,The lungs are situated in the:,Abdominal cavity,Pericardial cavity,Buccal cavity,Thoracic cavity,D
2080,Bauxite is an ore of ____.,Carbon,Aluminum,Both A and B,None of these,B
2082,The lightning rod was invented by:,Edmund Germer,Benjamin Franklin,James Edward,None of these,B
2083,Which instrument is used to measure the height of an aircraft above ground?,Altimeter,Hydrometer,Tachometer,Altitude Meter,A
2084,The amount of energy in whole wheat is approximately ______.,490 kcal/100 g,348 kcal/100 g,245 kcal/100 g,None of the above,B
2085,The telephone was invented by ______.,Thomas Edison,Alexander Graham Bell,Charles Babbage,Vint Cerf,B
2086,The disease malaria affects which part of the body?,Kidney,Liver,Lungs,Spleen,D
2087,A solid and a liquid can be separated by the process of:,Dehydration,Filtration,Evaporation,Neutralization,B
2088,"Fruits without seeds, like bananas, are called:",Seedless fruits,Parthenogenesis fruits,Parthenocarpic fruits,Placental fruits,C
2089,Radioactivity is measured by:,Ionization chamber,Mass spectrometer,Scintillation counter,Geiger-Muller counter,D
2090,Which invention by Frank Whittle in 1937 revolutionised the air transport industry after World War II?,Helicopter,Jet Aviation Fuel,Jet Engine,Black Box,C
2091,Heavy water contains salts of calcium and magnesium.,Right,Wrong,Ambiguous,No idea,B
2092,The quality of gasoline is checked by its octane number.,Right,Wrong,Ambiguous,No idea,B
2093,What is the primary component of whitewash?,Limestone (Calcium Carbonate),Soda lime,Rock stone,None of these,A
2095,The fastest-revolving planet is ____.,Mercury,Mars,Earth,None of these,A
2096,The Kyoto Protocol addresses ______.,employment,climate change,agriculture,None of these,B
2097,The time light takes to travel from the Sun to Earth is about:,8 minutes,25 minutes,45 minutes,60 minutes,A
2098,Isotopes are atoms of the same element with a different number of:,Electrons,Neutrons,Protons,Positrons,B
2099,Epsom salt is chemically known as ______.,ferrous sulfate,magnesium sulfate,copper sulfate,None of the above,B
2101,An echo (reflected sound) will be distinctly heard at ordinary temperatures if the distance of the reflecting surface from the source of sound is at least:,1120 ft,112 ft,56 ft,100 ft,C
2102,Our eye is most sensitive to blue light.,Right,Wrong,Ambiguous,No idea,B
2104,"The gas commonly known as ""Laughing Gas"" is:",Carbon dioxide,Methane,Nitrogen,Nitrous Oxide,D
2105,Electricity does not move through the wire but through a field around the wire.,Right,Wrong,Ambiguous,No idea,B
2107,"Diacetylmorphine, which is a semi-synthetic substance, is also known as:",Diamorphine,Heroin,Both A and B,None of these,C
2108,Evolution through mutation was suggested by:,Malthus,Lyell,Darwin,de Vries,D
2110,"Gold, silver, and copper are ____ minerals.",Solid,Hard,Natural,None of these,C
2111,Lightning is formed when:,Similar charges of electricity rush towards each other and then get repelled,Clouds strike against impurities in air and the friction burns up these impurities,Strong opposite charges in different clouds break down the resistance offered by the intervening air,Water vapor produces electricity in the clouds,
2112,Moonlight reaches Earth in ____.,1.3 sec,2.3 sec,3.3 sec,0.3 sec,A
2113,Halos around the Moon are formed because of the phenomenon of:,Attraction,Separation,Diffraction,Dispersion,D
2114,What is the first element in the periodic table?,Hydrogen,Helium,Nitrogen,Carbon,A
2115,The Earth’s ____ is divided into 15 major plates of various sizes.,Stratosphere,Lithosphere,Mesosphere,None of these,B
2116,Which of these is not a region of the spinal cord?,Pelvic,Lumbar,Thoracic,Cervical,A
2117,In electronic quenching:,A gas is used,A positive voltage is used,A negative voltage is used,A large negative potential is used,D
2118,Leukocytes (white blood cells) are produced in the:,Lymph nodes,Spleen,Bone marrow,Ribs,C
2120,The speed of light is approximately:,"320,000 km/s","300,000 km/s","280,000 km/s",None of these,B
2121,Human population growth is greatest in developing countries because:,The death rate is high in developing countries,Much of the population has already reached child-bearing age,Most of the world’s population lives in industrialized countries,The birth rate is high in developing countries,D
2123,Underground horizontal stems are called ____.,Tubers,Rhizomes,Taro,None of these,B
2124,What is the most commonly used conductor in electronics?,Aluminum,Copper,Gold,Silver,B
2126,The only snake that builds a nest is the ______.,chain viper,king cobra,krait,saw-scaled viper,B
2127,Name the Muslim scientist who presented the laws of reflection and refraction.,Jabir ibn Hayyan,Ibn-ul-Haitham,Alberuni,Ibn Sina,B
2129,The phenomenon of the formation of a three-dimensional image by the interference of two light beams from a laser or other coherent sources of light is called:,Optical photography,X-ray photography,Radiography,Holography,D
2130,What is the WHO-permitted concentration of arsenic in drinking water?,1 or 2 µg/L,10 µg/L,12 µg/L,200 µg/L,B
2131,How many meters are in one mile?,1609.34,1509.34,1409.34,None of the above,A
2132,"A device used for the measurement of current, voltage, and resistance is a(n):",AVO meter (multimeter),Galvanometer,Ammeter,Ohmmeter,A
2133,An image in a plane mirror is not laterally inverted.,Right,Wrong,Ambiguous,No idea,B
2134,The bonds present in solid N2O5 are:,Only ionic,Covalent and coordinate,Only covalent,Covalent and ionic,D
2135,The change in frequency of a wave for an observer moving relative to its source is called the:,Greenhouse effect,Doppler effect,Tyndall effect,None of these,B
2136,German silver is an alloy of:,"Copper, Nickel, and Zinc",Copper and Zinc,Copper and Nickel,Copper and Tin,A
2137,The gases used in different types of welding would include:,Oxygen and hydrogen,"Oxygen, hydrogen, acetylene and nitrogen","Oxygen, acetylene, and argon",Oxygen and acetylene,C
2138,Vitamin B3 is also known as:,Niacin,Retinol,Riboflavin,Thiamine,A
2139,The Sun is moving around the center of the galaxy at a velocity of ___ km/s.,220,205,210,215,A
2140,Three communicable diseases prevalent in developing countries caused by unsafe drinking water and bad sanitation are:,"Malaria, acute diarrhoea, and schistosomiasis","Rheumatism, malaria, and AIDS","Acute diarrhoea, cancer, and gout","Onchocerciasis, leukemia, and arthritis",A
2141,The SI unit of pressure is the ____.,Henry,Pascal,Tesla,Joule,B
2142,A vegetable that contains sulphur is:,Potato,Onion,Cabbage,Both B and C,D
2143,Which type of uranium is used in the fission process?,Uranium-234,Uranium-235,Uranium-236,Uranium-237,B
2145,Equinox means:,Equal nights,Equal days,Equal months,Equal times,A
2146,The vector of the disease Kala-azar is the:,Dragonfly,Mosquito,Housefly,Sandfly,D
2147,An ovum is:,Diploid,Haploid,Triploid,None of these,B
2148,One barrel is nearly:,0.96 cubic meter,0.44 cubic meter,0.16 cubic meter,0.013 cubic meter,C
2149,The organ in the body that accumulates iodine is the:,Pituitary gland,Thyroid gland,Thymus,Parathyroid,B
2151,The appendix is considered a vestigial organ (with limited or no essential function) in:,Humans,Dog,Rabbit,Cat,A
2152,The minimum number of bits required to store the hexadecimal number AF is:,2,4,8,16,C
2154,The loudness of a loudspeaker's voice is increased due to ____.,High energy,High frequency,Speech technology,None of these,B
2155,The Moon's gravity is what fraction of the Earth's?,One-fourth,One-eighth,One-third,One-sixth,D
2157,An anemometer is an instrument used to measure:,Velocity of wind,Direction of wind,Intensity of wind,All of these,A
2158,Light year is the unit of:,Coulomb,Ampere,Pascal,None of these,D
2160,"Leukaemia, or cancer of the blood, is caused by the excessive growth of:",White cells,Red cells,Proteins,Salts,A
2161,The M.K.S. system was first proposed by:,Archimedes,Giovanni Giorgi,Newton,Einstein,B
2162,The study of weather is called ______.,geology,meteorology,weatherology,None of the above,B
2163,A ball bounces higher at high altitudes than on plains because:,The rarefied air offers less resistance to the ball,The pressure at higher altitudes is higher than that on plains,The air is purer at higher altitudes,None of these,A
2164,The lifespan of Red Blood Cells is ____ days.,30,60,120,None of these,C
2165,One imperial gallon is equal to ____ liters.,4.55,4.45,4.65,4.35,A
2166,A baby's heartbeat starts:,With the birth of the child,After birth of child,Before the birth of child,None of the above,C
2167,Ginger is an example of a:,Tuber,Rhizome,Bulb,Corm,B
2168,The quantity that is measured by the unit coulomb is known as:,Electricity,Atomic power,Electric charge,Electric difference,C
2170,Which of the following colors of light travels through glass with the minimum speed?,Red,Violet,Green,Yellow,B
2171,"According to USA LIQUID MEASURE, 1 gallon is equal to:",3.7853 litres,0.4732 litre,4.5461 litres,0.5506 litre,A
2173,Water has been discovered on which potentially habitable super-Earth?,K2-13a,K2-18b,K2-15c,K2-14d,B
2174,Which wave travels with almost the velocity of light?,Ultrasonic wave,Radio wave,Blue wave,Solar wave,B
2176,The age of the Solar System is approximately:,4.5 billion years,5.5 billion years,6.5 billion years,7.5 billion years,A
2177,Diamond is an allotropic form of ______.,Gold,Metal,Carbon,None of these,C
2179,The ozone layer protects the Earth from which type of rays sent by the Sun?,Ultraviolet rays,Infrared rays,Gamma rays,Radioactive rays,A
2180,"Though Mitsubishi built the VCR market from 1969 onwards with its VHS standard, it was actually some other company which made the first video-recorder. Name it.",Ampex,Sony,General Electric,Sanyo,A
2181,"In cells, chemical energy is transformed into:",Kinetic energy,Potential energy,Heat energy,Electrical energy,D
2182,African sleeping sickness is caused by ______.,Leishmania,Trypanosoma,Giardia,Trichomonas,B
2183,The average distance between the Sun and Earth is known as a(n):,Angstrom,Astronomical unit,Apogee,Aphelion,B
2184,Which of the following are the primary colors of light?,"Red, Green & Blue","Blue, Red & Orange","Yellow, Red & Green",None of these,A
2185,"Which planet has purple rocks, according to NASA rovers?",Jupiter,Earth,Neptune,Mars,D
2186,Mutual induction is dependent on:,Winding ratios,Output polarities,DC voltage levels,Changes in current,D
2187,What is a pre-release test version of software often called?,Beta,Alpha,Gamma,None of these,A
2189,The unit used to measure the quantity of ozone in the atmosphere is the:,Dobson Unit,Dalton,Coulomb,None of the above,A
2190,How many square yards make up 1 acre?,640 sq yards,4840 sq yards,1760 sq yards,9 sq yards,B
2192,Boiling an egg is a ______ change.,morphological,chemical,physiological,physical,B
2193,Which one of the following represents a chemical change?,Heating of mercuric oxide powder,Heating a platinum wire in a Bunsen flame,Sublimation of iodine,None of the above,A
2195,An oasis is associated with a ____.,Desert,Volcano,Fertile land,Glacier,A
2196,Igor Sikorsky is famous for the invention of the:,Jet engine airplane,Hydroplane,Helicopter,Glider,C
2197,"To measure the specific gravity of milk, the instrument used is a:",Hygrometer,Barometer,Lactometer,Hydrometer,C
2198,An olive branch is a sign of:,Peace,Love,Progress,Hate,A
2199,Who was the astronomer that invented a diving bell?,William Herschel,Tycho Brahe,Edmond Halley,Edwin Hubble,C
2201,An animal that captures and readily kills other living animals for its food is called a:,Parasite,Scavenger,Predator,Mammal,C
2202,An element that does not occur in nature but can be produced artificially is:,Uranium,Plutonium,Thorium,Radium,B
2204,Scientists first identified coronavirus in animals in:,1880s,1920s,1960s,1990s,C
2205,"""Dosimeter"" is a device used to measure:",Radiation for safety purposes,The speed of wind or any other gas,Heat radiation,High temperature,A
2207,Who was the surgeon who pioneered antiseptic surgery in 1865?,Edward Jenner,Joseph Lister,Henry William,John Sleeman,B
2208,The largest cell in the human body is the:,Nerve cell (neuron),Muscle cell,Liver cell,Kidney cell,A
2210,Domestic electrical wiring is basically a ______.,series connection,parallel connection,combination of series and parallel connections,series connection within each room and parallel connection elsewhere,B
2211,Walnuts can be broken in the hand by squeezing two together but not one. This is an application of:,Force concentration (Pressure),Power,Energy,Volume,A
2212,Acquired Immuno-Deficiency Syndrome (AIDS) is caused by a:,Protozoan,Virus,Fungus,Bacteria,B
2213,The famous book 'Al-Qanun' was written by the Muslim scientist:,Jabir ibn Hayyan,Zakariya Al-Razi,Abu Ali Sina,Abdul Qasim Majriti,C
2214,Who is credited as one of the first to prepare Sulfuric acid?,Aristotle,Dalton,Bohr,Jabir ibn Hayyan,D
2215,The atmosphere of the Moon consists of:,"80 percent Nitrogen, 20 percent Hydrogen","60 percent Nitrogen, 40 percent inert gases","90 percent Hydrogen, 10 percent Nitrogen",None of these,D
2216,Which is the largest gland in the human body?,Liver,Pancreas,Thyroid,Adrenal,A
2217,Who is the founder of analytical psychology?,Jung Li,Jung Cari,Carl Jung,Carl Juno,C
2218,Tides happen due to the Moon's gravitational pull.,Right,Wrong,Ambiguous,No idea,A
2220,Paleontology is the study of:,Bones,Blood,Fossils,None of these,C
2221,"In a fission nuclear reaction, a heavy nucleus breaks up into smaller nuclei. In contrast, when two or more lighter nuclei fuse to form a heavier nucleus, the reaction is called a:",Chemical reaction,Nuclear reaction,Fission nuclear reaction,Fusion nuclear reaction,B
2223,What is the magnitude of the strongest earthquake ever measured on the Richter scale?,5.5,6.3,6.8,9.5,D
2224,Which of the following is known as the anti-scurvy factor?,Vitamin A,Vitamin C,Vitamin D,Vitamin B complex,B
2226,Rocks whose composition or texture has been changed by heat and pressure within the Earth are called ______.,sedimentary rocks,metamorphic rocks,igneous rocks,All of the above,B
2227,Which method is not considered a food preservation method?,Freezing,Irradiation,Boiling,None of these,C
2229,A guava contains more Vitamin C than an orange.,Right,Wrong,Ambiguous,No idea,A
2230,Vinegar is prepared by the:,Fuming of date palms,Fermentation of rotten grapes,Fermentation of apple cider in the presence of air,Dehydration of wine,B
2232,Antidiuretic hormone is secreted by one of the following glands:,Pancreas,Pituitary,Thyroid,None of these,B
2233,A moderator is used in a nuclear reactor in order to:,Accelerate the neutrons,Slow down the speed of the neutrons,Increase the number of electrons,Decrease the number of electrons,B
2234,"The instrument specially designed for recording earthquake waves is called a seismograph, which measures earthquake waves on a:",Diatonic Scale,Fahrenheit scale,Richter scale,Celsius scale,C
2235,The vertical distance from sea level is called:,Longitude,Altitude,Ellipsoidal height,Orthometric height,B
2236,"To prevent the corrosion of iron pipes, they are often coated with a layer of zinc. This process is termed:",Vulcanization,Annealing,Electroplating,Galvanization,D
2237,Anti-cancer vitamin is:,Vitamin A,Vitamin B,Vitamin C,Vitamin D,C
2238,"Dinosaurs, which lived on Earth about 150 to 200 million years ago, were:",Huge Mammals,Primitive Birds,Giant reptiles,Primitive amphibians,C
2239,A silverfish is a type of ______.,fish,insect,reptile,amphibian,B
2240,"During the formation of bread, the product that 'raises' the bread is:",Yeast,Bacteria,Heat,Water,A
2241,Is the liver considered part of the gastrointestinal system?,Right,Wrong,Ambiguous,No idea,A
2242,Who invented the typewriter?,Shockley,Pascal,Sholes,Waterman,C
2243,Which pollutant from motor car exhaust causes mental disease?,Sulphur Dioxide,Mercury,Lead,Carbon dioxide,C
2245,The first attempt in printing was made in England by,James Arkwright,James Watt,William Caxton,Isaac Newton,C
2246,Gigantic clouds containing dust and gas in space are called:,Comet,Galaxy,Milky Way,None of these,D
2247,A six-foot-tall lady wants to see her full image in a plane mirror. The minimum length of the mirror will be:,6 ft,12 ft,4 ft,3 ft,D
2248,Who was the first to take an important active step in the development of the Periodic Table?,Cavendish,Mendeleev,Dalton,Bohr,B
2249,A body of land that is surrounded by water on three sides is called a:,Peninsula,Gulf,Bay,Strait,A
2250,"After a long period of use, a gray spot develops on the inside of a bulb. This is because:",The tungsten filament evaporates and collects there,The heat of the bulb scorches the glass at the top,Dust inside the bulb condenses on the top,The glass undergoes a change due to the heat,A
2251,Beta particles are fast-moving:,Protons,Electrons,Neutrons,None of them,B
2252,The rate at which a current changes direction is called its ____.,Amplitude,Frequency,Kelvin,None of these,B
2254,Genes in higher organisms are located on:,Chromosomes,Fats,Proteins,Carbohydrates,A
2255,Which of the following statements is Right?,Gases do not conduct heat,The best conductors are non-metals,Conduction currents occur only in liquids,A vacuum cannot conduct heat by convection or conduction,D
2257,"Which term in psychology is generally used to refer to emotional disorders such as anxiety, depression, and phobia?",Psyches,Hypnosis,Neurosis,Mental illness,C
2258,Theory of Relativity was presented by:,Isaac Newton,Albert Einstein,Galileo Galilei,Michael Faraday,B
2260,The speed of the wind is measured by a:,Barometer,Hygrometer,Perimeter,Anemometer,D
2261,Alternative energy is defined as a source of energy that is an alternative to:,Fossil fuels,Waste,Water,Heat,A
2263,Which blood group among the following is a universal donor?,AB+ve,O-ve,O+ve,B+ve,B
2264,How many times does a normal man respire per minute?,10-15 times,14-18 times,20-25 times,25-30 times,B
2265,Interferon is a:,Carbohydrate,Lipid,Enzyme,Protein,D
2266,"Dermatosis, a skin condition, is listed as being caused by a deficiency of:",Vitamin B1,Protein,Iodine,Vitamin A,D
2267,Who invented the Polio vaccine (Oral)?,Jonas Salk,Burkholder,Robert Koch,Albert Sabin,D
2268,The valency of a carbon atom is:,4,3,2,1,A
2269,Which of the following blood cells are colorless?,White blood cells (Leukocytes),Monocytes,Platelets,Red blood cells (Erythrocytes),A
2270,The deficiency of iodine causes:,Dental Caries,Scurvy,Goiter,Rickets,C
2271,The spherical shape of a small drop of rain is due to ______.,viscosity,surface tension,atmospheric pressure,gravity,B
2273,A collection of system programs that controls and coordinates the overall operations of,computer is called the: Operating System,Hardware,Software,None of these,A
2274,What is the term for the cold and dense air blowing down a mountain slope during the night?,Katabatic wind,Loo wind,Anabatic wind,None of the above,A
2276,'Exposure to sunlight results in the formation of _ in the body.,Vitamin A,Vitamin C,Vitamin K,Vitamin D,D
2277,An animal that captures and readily kills other living animals for its food is called a:,Parasite,Scavenger,Predator,Mammal,C
2279,Deficiency of Vitamin D results in:,Scurvy,Rickets,Night blindness,None of these,B
2280,Guava is a rich source of:,Vitamin C,Vitamin D,Vitamin A,Calcium,A
2282,Under what condition is a person's blood pressure typically lowest?,During sleeping,During working,During playing,Both A & B,A
2283,The falling of yellow leaves during autumn is a method for plants to get rid of accumulated waste.,Right,Wrong,Ambiguous,No idea,A
2285,Ice blocks are covered with sawdust:,To prevent dust from collecting on the ice,"Because ice, being cold, cannot be lifted with bare hands",To provide necessary insulation from heat,None of the above,C
2286,The raw materials used for the manufacture of glass are:,"Sand, soda, limestone","Sand, charcoal, soda",All of these,None of these,A
2287,Why do warm-blooded animals maintain their body temperature?,To conserve water,For faster metabolism,To adapt to seasonal changes,To reduce energy consumption,B
2288,"Of the following diseases, which one is caused by an insect bite?",Dengue,Scurvy,Pneumonia,Asthma,A
2289,A bird that can fly backward is the:,Hummingbird,Crimson Sunbird,Cardinal Bird,Bat,A
2290,A pulsar is a rapidly spinning neutron star that emits:,A gravitational pull that attracts high-energy dust particles,Enough energy to power itself indefinitely,Radio waves detectable from Earth,A blinding light when it aligns with the planets,C
2291,The measurement of rainfall is made by an instrument known as a:,Hydrometer,Barometer,Rain gauge,Pedometer,C
2292,The speed of sound in air is:,480 m/s,331 m/s,300 m/s,280 m/s,B
2293,Wood is the main raw material for the manufacture of:,Gunpowder,Paint,Ink,Paper,D
2295,The type of alcohol found in alcoholic beverages is known by what chemical name?,Trichloromethane,Ethyl Alcohol,Acetic Acid,Nitrous Oxide,B
2296,"""Bile Juice"" is produced in which part of the body?",Stomach,Liver,Gallbladder,Small intestine,B
2297,A light-year is a unit of:,Time,Distance,Speed,Intensity of light,B
2298,How many dynes are there in one gram-weight?,250,375,981,993,C
2299,What are the primary colors?,"Blue, green, yellow","Yellow, red, blue","Red, blue, green","Green, white, black",B
2301,A concave lens is used for the correction of hyperopia.,Right,Wrong,Ambiguous,No idea,B
2302,Which one is a metal?,Gypsum,Iron,Limestone,Granite,B
2304,The thinking part of the brain is the:,Hindbrain,Cerebellum,Cerebrum,None of these,C
2305,Which of the following diseases is spread by fleas?,Yellow fever,Tetanus,Typhus,Smallpox,C
2307,Vitamin A is richly found in:,Carrots,Tomatoes,Potatoes,None of these,A
2308,It is impossible for a type O baby to have a type ____ mother.,AB,O-,O+,None of the above,A
2310,Greenwich Mean Time was established in London in:,in 1884,in 1858,in 1834,in 1818,A
2311,Which of the following is a man-made substance?,Timber,Leather,Plastic,Natural Gas,C
2312,The pituitary gland in the human body controls:,Reproduction,Growth,Metabolism,All of these,D
2313,Who is considered the founder of meteorology?,Newton,Aristotle,Einstein,Plato,B
2314,A mixture of sand and naphthalene can be separated by:,Sublimation,Fractional distillation,Chromatography,None of these,A
2315,The virus name for the disease Covid-19 by the World Health Organization is:,SARS Cov-1,SARS Cov-2,SARS Cov-3,None of these,B
2316,Haploid cells result from the process of mitosis.,Right,Wrong,Ambiguous,No idea,B
2317,A seismograph is used to measure the:,Intensity of an earthquake,Depth of soil,Depth of the Earth,None of these,A
2318,Which of the following vitamins is useful in Osteomalacia?,Vitamin D,Vitamin B₁₂,Vitamin C,Vitamin A,A
2320,"Segmented worms, like earthworms, breathe through their:",Moist skin,Head,Nose,Mouth,A
2321,"Radar transmits short pulses of high frequency, which are called:",Infrared waves,Radio waves,Ultraviolet waves,Sound waves,B
2323,"The position of the Earth in its orbit when it is at its greatest distance from the Sun, causing summer in the Northern Hemisphere, is called:",Perihelion,Aphelion,Apogee,Perigee,B
2324,Which of the following is not a part of Darwinism?,Inheritance of acquired characters,Overproduction,Competition for survival,Natural selection,A
2326,"When radioactive rays are passed through oil or any gas, they cause it to:",Ionize,Evaporate,Freeze,Boil,A
2327,Where do most asteroids lie?,In the asteroid belt between the orbits of Mars and Jupiter,In an asteroid belt between the orbits of Mars and Venus,In an asteroid belt between the orbits of Jupiter and Venus,Everywhere in the sky,A
2329,Cusec is a unit of:,Area,Time,Distance,Water flow,D
2330,Which of the following does not pollute the air?,Nitrogen Dioxide,Sulfur dioxide,Carbon dioxide,None of these,D
2331,Which of the following is a vitamin?,Citric acid,Tartaric acid,Ascorbic acid,None of these,D
2332,"In a railway track, two rails are joined end-to-end with a gap in between them because:",Steel can be saved,Accidents due to contraction in winter can be avoided,Air gaps are necessary for bearing the weight of a running train,Accidents due to expansion in summer can be avoided,D
2333,Sunlight is composed of:,Six colors,Seven colors,Eight colors,Three colors,B
2334,Erythrocytes are also called:,Red blood cells,White blood cells,Platelets,Plasma,A
2335,"When sound is reflected from the floor, ceiling, or a wall, it mixes with the original sound and changes its quality. This is called:",Sound,Echo,Reverberation,Noise,C
2336,"If all the plants of the world die, all the animals will also die due to a shortage of:",Shelter,Cold air,Food,Oxygen,D
2337,RADAR uses waves called:,Electromagnetic waves,Mechanical waves,Radio waves,None of these,C
2338,The symbol Br on the periodic table stands for:,Beryllium,Boron,Barium,Bromine,D
2339,The source of oxygen released during photosynthesis is:,Salt,Minerals,Glucose,Water,D
2340,Which of the following is used as a food preservative?,Sodium benzoate,Sodium perborate,Citric acid,None of the above,A
2341,"A clouding that develops in the lens of the eye, obstructing the passage of light, is known as a ______.",diphtheria,cataract,hemophilia,glaucoma,B
2342,The term PVC stands for:,Polyvinyl Chlorine,Polyvinyl Chloride,Peptovinyl Chlorine,Peptovinyl Chloroform,B
2343,"Normally, trypsin is produced by which organ?",Kidney,Liver,Pancreas,Stomach,C
2344,The natural environment where a plant or animal lives is known as its:,Ecosystem,Atmosphere,Habit,Habitat,D
2345,Why are soft drinks made with chilled water rather than water at room temperature?,Ingredients dissolve better in chilled water,Chilled water enhances the taste,Chilled water absorbs more carbon dioxide,Chilled water is more hygienic,C
2346,The lungs are primarily concerned with the ______.,respiratory system,respiratory and excretory systems,muscular system,nervous system,B
2347,What is a disease?,A disorder of structure in a non-living thing,A disorder of structure or function in a body,Both A and B,None of these,B
2348,The quantity of available energy ____ from the lower levels of the energy pyramid to the higher ones.,Increases,Decreases,Remains stable,None of them,B
2349,The other name for Vitamin C is:,Formic acid,Acetic acid,Ascorbic acid,Riboflavin,C
2350,Which is the second brightest star in the night sky (after the Sun)?,Canopus,Vega,Betelgeuse,Sirius,A
2351,"Different types of electromagnetic radiation (X-rays, infrared, radio waves, etc.):",Travel at different speeds in a vacuum,Have the same wavelength,Do not always obey the inverse square law,Have different amounts of energy for each photon,D
2352,Galvanized iron sheets have a coating of:,Lead,Chromium,Tin,Zinc,D
2354,Photosynthesis occurs in ______?,Chloroplast,Endoplasmic reticulum,Golgi body,Nucleus,A
2355,"The instrument that measures temperature, pressure, and humidity at various altitudes in the atmosphere is the:",Barograph,Aneroid barometer,Radiosonde,Altimeter,C
2357,1 cubic decimeter consists of 1 liter. How many deciliters are there in 1 liter?,10,5,11,12,A
2358,A dolphin perceives its environment by the sense of:,Sound,Sight,Both A & B,None of the above,C
2360,Healing of wounds is hastened by vitamin,A,C,E,K,B
2361,Which type of lens is found in the human eye?,Bi-Convex,Concave,Cylindrical,None of these,A
2363,The heart of a normal adult human being weighs about:,200 g,500 g,300 g,400 g,C
2364,The two planets between the Earth and the Sun are:,Mercury and Saturn,Mars and Jupiter,Mercury and Venus,Venus and Jupiter,C
2365,"The open structure of ice, which makes it less dense than water, is due to:",The solid state of ice,Its low density,Its crystalline nature,Hydrogen bonding,D
2366,Coke is made by heating coal in the absence of air at:,1700°C,1300°C,900°C,700°C,B
2367,Most of the ozone in the atmosphere is concentrated in the:,Mesosphere,Troposphere,Stratosphere,Ionosphere,C
2368,Which of the following layers makes long-distance radio transmission possible?,Troposphere,Ionosphere,Mesosphere,Stratosphere,D
2369,What is the WHO-permitted concentration of arsenic in drinking water?,1 or 2 µg/L,10 µg/L,12 µg/L,200 µg/L,B
2370,What is the primary component of whitewash?,Limestone (Calcium Carbonate),Soda lime,Rock stone,None of these,A
2371,The sun contains ____ percent of the mass of the solar system:,79.36,89.1,99.86,None of these,C
2373,The enzymes involved in the synthesis of proteins are an integral part of:,Chloroplasts,Mitochondria,Golgi complex,Ribosomes,D
2374,What are the three basic units of measurement for the metric system?,"Kilogram, mass, and energy","Meter, liter, and gram","Kelvin, candela, and mole","Centimeter, kilogram, and metric",B
2376,Which of the following is a good conductor of electricity?,PVC,Glass,Rubber,Graphite,D
2377,The layer of the atmosphere closest to the Earth's surface is called the:,Exosphere,Ionosphere,Stratosphere,Troposphere,D
2379,A fear of open and public places is called:,Claustrophobia,Agoraphobia,Cynophobia,Apiphobia,B
2380,The Sun is a:,Blue giant,Yellow dwarf,Supernova,None of these,B
2382,Which quantity's unit is kilograms per cubic meter (kg m⁻³)?,Volume,Angular momentum,Density,Area,C
2383,The linguistic study of sounds is:,Phonetics,Phonology,Both (A) & (B),None of the above,B
2384,Which of the following is a water-soluble vitamin?,Vitamin A,Vitamin D,Vitamin E,Niacin,D
