Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"The self-inductance of a coil is 0.2 H. If the current changes from 1 A to 2 A in 0.1 s, what is the induced emf?",2 V,1 V,4 V,0.5 V,A,"Induced emf = -L(dI/dt) = -0.2 * (1 / 0.1) = 2 V, using the formula for self-induced emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil is rotating in a magnetic field. If the frequency of rotation is doubled, what happens to the maximum induced emf?",It doubles,It remains the same,It halves,It quadruples,A,"Maximum induced emf = NABω = NAB(2πf), so doubling f doubles the maximum induced emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A conductor is moving at 10 m/s in a magnetic field of 0.2 T. If the conductor is 0.5 m long, what is the induced emf?",1 V,0.5 V,2 V,1.5 V,A,"Induced emf = Blv = 0.2 * 0.5 * 10 = 1 V, using the formula for motional emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 1000 turns is linked with a flux of 0.01 Wb. If the flux is reversed in 0.2 s, what is the average induced emf?",100 V,50 V,200 V,25 V,A,"Average induced emf = N(dϕ/dt) = 1000 * (0.01 - (-0.01)) / 0.2 = 100 V, using Faraday's law of induction.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil is changing at a rate of 5 A/s. If the self-inductance of the coil is 0.1 H, what is the induced emf?",0.5 V,1 V,0.25 V,0.1 V,A,"Induced emf = -L(dI/dt) = -0.1 * 5 = 0.5 V, using the formula for self-induced emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil is rotating in a magnetic field. If the number of turns is doubled, what happens to the maximum induced emf?",It doubles,It remains the same,It halves,It quadruples,A,"Maximum induced emf = NABω, so doubling N doubles the maximum induced emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil with 100 turns is rotated in a magnetic field, inducing an emf of 2 V. If rotation rate doubles, new emf is",1 V,2 V,4 V,8 V,C,"Emf induced is directly proportional to rate of change of flux, hence doubling rotation rate doubles emf, so 2 * 2 = 4 V.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A 10 cm long solenoid has 1000 turns and is in a 0.1 T field. If current changes at 10 A/s, induced emf is",0.1 V,1 V,10 V,100 V,B,"Induced emf = -L(dI/dt) = -μ₀n²A(dI/dt), for solenoid L = μ₀n²A, hence emf = 1 V for given values.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 10 turns, area 0.1 m² is in a 0.5 T field. If coil is rotated by 90° in 1 s, induced emf is",0.5 V,1 V,5 V,10 V,C,"Initial flux = NBA, final flux = 0, hence induced emf = NBA/t = 10*0.5*0.1/1 = 0.5 V, but since it's 10 turns, total emf = 5 V.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If current changes from 1 A to 2 A in 1 / 10 s, induced emf is",1 V,10 V,0.1 V,100 V,A,Induced emf = -L(dI/dt) = -0.1*(2-1)/(1/10) = 1 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has an inductance of 0.02 H. The energy stored when current is 5 A is,0.1 J,0.25 J,0.5 J,1 J,B,Energy stored = 1/2 * L * I² = 1/2 * 0.02 * 5² = 0.25 J.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.1 m long wire moves at 10 m/s in a 0.5 T field. The induced emf is,0.05 V,0.1 V,0.5 V,1 V,C,Induced emf = Blv = 0.5 * 0.1 * 10 = 0.5 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil with 500 turns has an area of 0.1 m². If it's rotated by 180° in 0.1 s in a 0.2 T field, induced emf is",100 V,200 V,400 V,800 V,C,Induced emf = -N(dΦ/dt) = -500*(0.2*0.1 - (-0.2*0.1))/0.1 = 400 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.01 H. If current in one coil changes at 100 A/s, induced emf in other coil is",0.1 V,1 V,10 V,100 V,B,Induced emf = -M(dI/dt) = -0.01 * 100 = 1 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A circular coil of radius 0.1 m has 100 turns. If it's rotated in a 0.5 T field at 10 rad/s, maximum induced emf is",10π V,20π V,50π V,100π V,C,"Maximum induced emf = NABω = 100 * π * 0.1² * 0.5 * 10 = 50π/2 ≈ 50π/2 V, simplified as 50π V for max value.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = 2t² + 3t + 1. The induced emf at t = 1 s is,5 V,7 V,10 V,14 V,B,"dΦ/dt = d(2t² + 3t + 1)/dt = 4t + 3, at t = 1, dΦ/dt = 7, hence induced emf = 7 V.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns, area 0.01 m² is in a 1 T field. If coil is removed in 0.1 s, induced emf is",1 V,10 V,100 V,1000 V,B,Induced emf = N(dΦ/dt) = 100 * (1*0.01)/0.1 = 10 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 1 H. If current changes from 0 to 1 A in 1 s, induced emf is",0.1 V,1 V,10 V,100 V,B,Induced emf = -L(dI/dt) = -1 * (1-0)/1 = 1 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.2 m long wire is moving at 5 m/s in a 0.1 T field. The induced emf is,0.01 V,0.1 V,1 V,10 V,B,Induced emf = Blv = 0.1 * 0.2 * 5 = 0.1 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and is rotated in a 0.1 T field. If maximum flux is 0.01 Wb, maximum induced emf is",π V,2π V,5π V,10π V,A,"Maximum induced emf = NABω = NΦω, for max emf, ω = 2πf, hence emf = NΦ(2πf), simplified as π V.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is rotated in a magnetic field. The induced emf is maximum when coil is,Parallel to field,Perpendicular to field,At 45° to field,At 60° to field,B,"Induced emf is maximum when rate of change of flux is maximum, i.e., when coil is perpendicular to field.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The induced emf in a coil is,Proportional to flux,Proportional to rate of change of flux,Inversely proportional to flux,Inversely proportional to rate of change of flux,B,"Induced emf = -N(dΦ/dt), hence proportional to rate of change of flux.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 10 H inductor has a current changing at 2 A/s. The induced emf is,5 V,10 V,20 V,40 V,C,Induced emf = -L(dI/dt) = -10 * 2 = 20 V.,LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of area 0.1 m² is placed in a magnetic field of 0.2 T. If the coil is rotated by 90°, what is the change in flux?",0.02 Wb,0 Wb,-0.02 Wb,0.01 Wb,A,"Change in flux = BA = 0.2 * 0.1 = 0.02 Wb, as flux changes from maximum to zero.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The induced emf in a coil is given by ε = -N(dΦ/dt). What does N represent?,Number of turns,Resistance,Inductance,Capacitance,A,"N represents the number of turns in the coil, affecting the total induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 2 m is moving with a speed of 5 m/s in a magnetic field of 0.1 T. What is the induced emf?,1 V,0.5 V,2 V,0 V,A,"ε = Blv = 0.1 * 2 * 5 = 1 V, using the formula for motional emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
What is the direction of the induced current in a coil when a magnet is moved towards it?,Clockwise,Anticlockwise,No current,Depends on magnet's pole,B,"Lenz's law states that induced current opposes the change, so it flows anticlockwise when a magnet approaches.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has a self-inductance of 0.1 H. If the current changes from 0 to 1 A in 0.1 s, what is the induced emf?",1 V,-1 V,0.1 V,-0.1 V,B,"ε = -L(dI/dt) = -0.1 * (1/0.1) = -1 V, using the formula for self-induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is given by Φ = 2t² + 3t + 1. What is the induced emf at t = 1 s?,7 V,-7 V,5 V,-5 V,A,"dΦ/dt = 4t + 3, at t = 1, dΦ/dt = 7, ε = 7 V, as ε = dΦ/dt.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil is rotating in a uniform magnetic field. When is the induced emf maximum?,When coil is parallel to field,When coil is perpendicular to field,When coil is at 45° to field,When coil is at 90° to field,B,"ε is maximum when the coil is perpendicular to the field, as the rate of change of flux is maximum.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The mutual inductance between two coils is given by M = μ₀N₁N₂A/l. What does 'l' represent?,Length of coil,Area of coil,Number of turns,Permeability,A,"'l' represents the length of the coil, used in calculating mutual inductance.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is placed in a time-varying magnetic field. What is the direction of the induced current?,Same as the changing field,Opposite to the changing field,Perpendicular to the field,No current,B,Lenz's law states that induced current opposes the change in the magnetic field.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
The self-inductance of a coil is proportional to,Number of turns,Square of number of turns,Area of coil,Length of coil,B,"L ∝ N², as self-inductance depends on the square of the number of turns.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conducting rod is moving on a pair of rails in a magnetic field. What is the direction of the induced current?,Clockwise,Anticlockwise,Depends on the direction of motion,No current,B,"Using the right-hand rule, the induced current flows anticlockwise.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The induced emf in a coil is 10 V when the current changes at a rate of 5 A/s. What is the self-inductance?,2 H,0.5 H,1 H,5 H,A,"ε = L(dI/dt), so L = ε/(dI/dt) = 10/5 = 2 H.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
"Two coils have a mutual inductance of 0.5 H. If the current in one coil changes from 0 to 2 A in 0.1 s, what is the induced emf in the other coil?",10 V,-10 V,5 V,-5 V,A,"ε = M(dI/dt) = 0.5 * (2/0.1) = 10 V, using the formula for mutually induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is rotating in a magnetic field. When is the induced emf zero?,When coil is parallel to field,When coil is perpendicular to field,When coil is at rest,When coil is rotating,A,"ε is zero when the coil is parallel to the field, as the rate of change of flux is zero.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil is changing. What is the induced emf proportional to?,Rate of change of flux,Flux,Number of turns,Area of coil,A,"ε ∝ dΦ/dt, as the induced emf is proportional to the rate of change of flux.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor is moving in a magnetic field. What is the condition for maximum induced emf?,Conductor is parallel to field,Conductor is perpendicular to field,Conductor is at rest,Conductor is moving slowly,B,ε is maximum when the conductor is moving perpendicular to the field.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.5 H. If the current changes from 1 A to 2 A, what is the change in energy stored?",0.75 J,0.25 J,1 J,0.5 J,A,ΔE = 1/2 * L * (I₂² - I₁²) = 1/2 * 0.5 * (2² - 1²) = 0.75 J.,NET,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field. If the coil is squeezed, what happens to the induced emf?",Increases,Decreases,Remains same,Becomes zero,A,"As the coil is squeezed, its area decreases, increasing the rate of change of flux, thus increasing the induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
