Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1181,"To exit from the Resume Wizard and return to the document window without creating a resume, click the Cancel button in any panel in the Resume Wizard dialog box.",Cancel,Back,Next,Finish,A
1182,Which PowerPoint view works best for adding slide transitions?,Slide view,Slide show view,Notes view,Slide sorter view,D
1183,"In MS Word 2016, which of the following commands is not available in the Insert menu?",Columns,Table,Page Number,Object,A
1184,What do you call the programs that are used to find out possible faults and their causes?,Operating system extension,Cookies,Diagnostic Programs,Boot diskettes,C
1185,Which algorithm is used to decide the path to transfer the packets from source to destination?,Routing,Selecting,Pathing,Directing,A
1186,"Gmail, Hotmail and Yahoo are:",Email Server,Client Server,Email Programmer,Email Services Provider,D
1187,PHP stands for:,Processor Hypertext Program,Hypertext Preprocessor,Pre Hypertext Processor,Pre Processor Hypertext,B
1188,"To convert a Word file into a PDF file, which of the following commands is commonly used?",Click Edit,New Document,Save As,None of these,C
1189,What does LSI stand for:,Large-Scale Integration,Low-Scale Integration,Linear System Integration,Logical System Interface,A
1190,"_____ is a predefined set of colors, fonts, and visual effects that you apply to your slides.",Design,Animation,Layout,Theme,D
1191,What is used in a computer to protect a network server from damage by those who log in to it?,Antivirus,Firewall,Gateway,Flow Control,B
1192,"What does ""5*2"" signify in Word, for example, when inserting a table?",5 columns and 2 rows,5 rows and 2 columns,52 columns,52 rows,A
1193,Dot matrix is a type of:,Scanner,Printer,Storage device,Display device,B
1194,In which of the following forms is data stored in a computer?,Decimal,Binary,Hexadecimal,Octal,B
1195,Which one is not a function in MS Excel?,SUM,MAX,MIN,AVG,D
1196,Hyperlinks can be:,Text,Drawing object,Pictures,All of these,D
1197,Which of the following document settings can be changed from the Home tab?,Font Size,Adding Bullets,Adjusting Styles,All of the above,D
1198,Which of the following will not enter data in a cell?,Pressing the Esc key,Pressing the Tab Key,Both of these,None of above,A
1199,ALU is:,Arithmetic Logic Unit,Array Logic Unit,Application Logic Unit,None of above,A
1200,Internet Explorer is a type of ________?,Browser,Compiler,Operating system,None of these,A
1201,Which of the following shows the document name and information?,Format,Insert tab,Home,Title Bar,D
1202,Email spam consists of ____ messages sent in bulk by email.,Important,Unwanted,Marked,None of these,B
1203,Which key deletes the character to the right of the cursor in Ms Word?,End,Backspace,Home,Delete,D
1204,Cache memory works on the principle of:,Locality of data,Locality of reference,Locality of Memory,Locality of Memory & refer,B
1205,"MS Excel, MS PowerPoint and MS Word are the part of:",Microsoft Office Suite,Microsoft Outlook,Microsoft one drive,All of these,A
1206,The shortcut key to switch to the next window is:,Alt + Tab,Shift + Tab,Alt + Ctrl,Ctrl + Tab,A
1207,Which of the following is not a nomenclature of MS Excel?,Range,Workbook,Document,Cell,C
1208,Search Engines maintain(s) a database of webpages containing information on a variety of topics.,Newsgroup,News server,Search Engines,World wide web,C
1209,The minimum amount of RAM required for the installation of Windows 2000 is:,16 MB,32 MB,64 MB,128 MB,C
1210,Which is known as temporary memory?,RAM,Register,Hard Disk,Circuit,A
1211,A person who uses his or her expertise to gain access to other people's computers to get information illegally or do damage is a:,Hacker,Spammer,Instant messenger,Programmer,A
1212,"By default, Word automatically formats each heading in a table of contents as:",Bookmarks,Cross-references,Hyperlinks,Word-fields,C
1213,What is unsolicited bulk email known as?,Arial,Spam,Hebrew,Spool,B
1214,The combination of digital and analog computers is?,Mainframe computer,Mini computer,Hybrid computer,None of these,C
1215,Which PowerPoint feature allows the user to create a simple presentation without having to spend too much time on it: ______.,AutoContent Wizard,Animation,Color Schemes,Chart Wizard,A
1216,Which of the following is not an element of a computer spreadsheet interface?,Panel work,Active cell,Menu,Workbook,A
1217,Ctrl + L Shortcut is used in Microsoft Word to:,Left Align,Left Indent,Increase Left Margin,Decrease Left Margin,A
1218,Which of the following operations adds content from the clipboard to your Word document?,Copy,Paste,Cut,None of these,B
1219,What is the shortcut key for a manual line break:,Ctrl+Enter,Alt+Enter,Shift+Enter,Space+Enter,C
1220,URL stands for:,Universal Research List,Universal Resource List,Uniform Resource Locator,Uniform Research Locator,C
1221,Which of the following is a graphics solution for word processors?,Clip art,Word art,Drop cap,All of above,A
1222,Which of the following is not a paper size?,Legal,Executive,Landscape,A3,C
1223,Which key is used for paste in MS Word?,Ctrl + C,Ctrl + V,Ctrl + S,Ctrl + W,B
1224,"A compact disc that can be written, read many times, erased and written again is called:",CD-ROM,CD-RW,CDO,CAD,B
1225,Which American computer company is called Big Blue?,Microsoft,Compaq,IBM,Tandy Stevenson,C
1226,A device through which we enter data in a computer is known as an:,Storage Device,Internal Device,Processing Device,Input Device,D
1227,The term DNS stands for:,Domain Name system,Defence nuclear System,Downloadable new Software,Dependent Name Server,A
1228,Which of the following types of memory improves processing by acting as a temporary high-speed holding area between the memory and the CPU?,RAM,ROM,EPROM,Cache Memory,D
1229,Which of the following displays the contents of the active cell in MS Excel?,Active cell,Formula bar,Title bar,Name box,B
1230,BASIC is a ______ language.,Procedural,Object Oriented,Both A & B,None of these,A
1231,What feature adjusts the top and bottom margins so that the text is centered vertically on the printed page?,Vertical justifying,Vertical adjusting,Dual centering,Horizontal centering,A
1232,The format painter in PowerPoint is used to:,To paint pretty pictures on your slides,To copy formatting from one object or piece of text and then apply it elsewhere,To change the background color of your slides,To paint pretty pictures on the background of slides,B
1233,Name the function which is used to find the length of a string.,length(),strlen(),slen(),len(),B
1234,Which of the following is a correct email address:,username@.com,username@website.info,username@.pk,None of these,B
1235,The F12 key in MS Word is used for:,Save,Save As,Restore,None of these,B
1236,What is the tool in Word that copies only the format of selected text so that you can apply it to other text?,Copy,Paste,Format Painter,Paste Special,C
1237,Which of the following is true regarding the page orientation of a Document?,Page Orientation can be changed at any time,Page Orientation of a document is determined by the printer,Page Orientation must be set before starting to type,Page Orientation of a document cannot be changed,A
1238,"When you open a new presentation, a slide with the default ____ layout appears.",Blank,Title,Home,None of these,D
1239,A worksheet consists of a set of ______ in MS Excel.,Rows,Columns,Both A and B,None of these,D
1240,From which tab in MS Excel is a drop-down list created?,Home,Insert,Data Validation,View,C
1241,Which of the following types of table constraints will best prevent the entry of duplicate rows by uniquely identifying each row?,Primary Key,Unique,Null,Foreign Key,A
1242,"In Ms Word, the AutoCorrect was originally designed to replace misspelled words as you type.",Grammatically incorrect,"Short, repetitive",Misspelled,None of the above,C
1243,On-line real-time systems become popular in the third generation.,First-generation computer,Second-generation computer,Third-generation computer,Fourth-generation computer,C
1244,"We can Search for a character, word, and symbols in Microsoft word by using the Ctrl + F command.",Ctrl + R,Ctrl + F,Ctrl + F5,None of the above,B
1245,Deleted items are kept in:,My computer,My briefcase,Recycle Bin,Windows Explorer,C
1246,1 Gigabyte is equal to:,1024 bytes,1024 bits,1024 megabytes,1024 terabytes,C
1247,"In Ms PowerPoint, which option allows you to select line, curve, freeform or scribble tools?",Create effect,Insert motion path,Draw custom path,All of the above,C
1248,What is the default font used in an MS Word document?,Times New Roman,Arial,Calibri,None of these,C
1249,CD stands for:,Composite Disk,Company Disk,Compact Disk,Criteria Disk,C
1250,"In MS PowerPoint, the on mouse click option can be used by:",Insert & on mouse click,Format & on mouse click,Transition & on mouse click,None of these,C
1251,A feature of MS Word that saves the document automatically after a certain interval is available on:,Save tab on Options dialog box,Save As dialog box,Both of above,None of above,A
1252,How can we view a cell comment?,Position the mouse pointer over the cell,Click the comment command on the view menu,Click the edit comment commands on the Insert menu,Click the Display comment command on the window menu,A
1253,Which key is used for right alignment in MS Word:,CTRL+R,CTRL+M,CTRL+L,None of these,A
1254,A user interface that is easy to use is considered to be:,User-happy,User-friendly,User-simple,None of these,B
1255,Cybersecurity is related to _____.,Computer,Network,Software,All of these,D
1256,PDF stands for:,Printed Document Format,Public Document Format,Portable Document Format,Published Document Format,C
1257,Presentation pages in PowerPoint are called:,Document,Page,Slide,Sheet,C
1258,A document in portrait orientation prints:,The same characters per line with the same document in landscape,More characters per line than the same document in landscape,Less characters per line than the same document in landscape,Smaller fonts in order to fit the same amount of characters per line with landscape,C
1259,What does the NOW() function return in Excel?,Past time,Current date and time,Future time,None of these,B
1260,An online journal where people post about their experiences is called a:,Blog,Internet,Web page,None of these,A
1261,Which of the following is not one of the three 'Mail Merge Helper' steps?,Merge the two files,Create the main document,Set the mailing list parameters,Create the data source,C
1262,"If we do not want to delete an email permanently, what should we do to remove it from the inbox?",Mark it as spam,Move it to trash,Archive it,Forward it,C
1263,How can you create a uniform appearance by adding a background image to all slides?,Create a template,Edit the slide master,Use the autocorrect wizard,All of the above,B
1264,What is an interpreter?,An interpreter does the conversion line by line as the program is run,An interpreter is the representation of the system being designed,An interpreter is a general-purpose language providing very efficient execution,None of these,A
1265,What is the extension of a PowerPoint presentation file?,.pp,.xls,.ptb,None of these,D
1266,WWW stands for:,World Wide Web,Wide World Web,World Whole Web,World Wide Webpage,A
1267,A ______ is a silicon chip that carries out a set of instructions and processes data efficiently and accurately.,RAM,Modem,Processor,Hard disk,C
1268,All the output which is printed on paper is called:,Soft copy,Hard copy,Both a & b,None of these,B
1269,Which of the following views is the best view to use when setting transition effects for all slides in a presentation?,Slide sorter view,Notes pages view,Slide view,Outline view,A
1270,The software that is used to create text-based documents is referred to as:,DBMS,Suites,Spreadsheets,Word processors,D
1271,First-generation computers used which language:,Assembly language,Machine language,Both of these,None of these,B
1272,Plotters are used for plotting graphs and designs on papers.,Trackball,Joystick,Light pen,Plotters,D
1273,Which of the following provides a means of printing out feature notes with a miniature slide on a printed page?,Slide with animation,Outline view,Notes page,Audience handout,C
1274,Files transfer from computer to internet is called:,Uploading,Downloading,PTA,None of these,A
1275,"Google Chrome, Mozilla Firefox, and Opera are examples of:",Web browsers,Website addresses,Internet protocols,None of these,A
1276,"In PowerPoint, ____ contains pre-defined styles.",Graphics,Theme,Texture,Gradient,B
1277,A common name for software errors is:,Bugs,Trojans,Logic bombs,Viruses,A
1278,Which of the following is the founder of Snapchat?,Bill Gates,Evan Spiegel,Robert E Kahn,Steve Woziak,B
1279,_______ refers to pre-made images ready for use in MS Word documents.,AutoShape,Autofill,Clipart,WordArt,C
1280,"To insert a drop cap in one of the paragraphs, you should access:",Format,Tool,Insert menu,None of the above,A
1281,Compilers and interpreters are themselves:,High-level language,Code,Program,Mnemonics,C
1282,The crime that involves and uses ____ is known as cybercrime.,Computer devices,Internet,Both A & B,None of these,C
1283,Which of the Following is the File Extension of the PowerPoint Application?,.ppt,.eps,.ppf,None of these,A
1284,Electronically magnified information is called:,E-commerce,Digital business,Electronic business,None of these,B
1285,What is Internet?,A single network,A collection of unrelated computers,Interconnection of local area networks,Interconnection of wide area networks,D
1286,Which allows access from one cell to another:,Address,Formulas,Values,None of these,A
1287,Who introduced the concept of a universal machine that laid the foundation for modern computation?,Charles Babbage,Alan Turing,John von Neumann,Steve Jobs,B
1288,"In MS PowerPoint if you want to edit a chart, you can:",Triple click the chart object,Click and drag the chart object,Double click the chart object,Click the chart object,C
1289,In which generation of computers was an operating system used for the first time?,1st,2nd,3rd,4th,C
1290,Which of the following functions is used to get the current date?,EXACT (),TODAY (),MONTH (),YEAR (),B
1291,Ctrl + B Shortcut key is used in Ms Word to:,Search the selected text,Paste the selected text,Bold the selected text,Open the specified file,C
1292,The body of email shown by:,Subject,Attachment,Signature,Salutation,C
1293,What is the most popular system in shorthand?,Sloan Duployan System.,Pitman Shorthand,John Robert Gregg's System,Morse Code,B
1294,Linux is a/an:,Operating System,Utility program,Application Software,Educational Software,A
1295,Which is used for web pages and web addresses?,Search engine,Software,Both a & b,None of these,D
1296,What was the name of the first commercially available microprocessor chip?,Intel 8008,Intel 8080,Intel 4004,Motorola 6809,C
1297,Which one of the following converts printed documents into digital images?,Mouse,Keyboard,Scanner,Webcam,C
1298,A cursor is a:,Pointing device,Pixel,Thin blinking line,None of these,C
1299,"To create a formula, what can you use?",Values but not cell references,Cell references but not values,Values or cell references although not both at the same time,Values and cell references,D
1300,A number system that represents values using eight distinct symbols is called:,Octal,Binary,Decimal,None of these,A
1301,DOS cannot retrieve any data from a disk if a computer virus corrupts its:,Directory Area,Data Area,BAT Files,File Allocation Table (FAT),D
1302,Which of the following options is provided by the Office Button?,Open,Save,Print,All of the above,D
1303,4 nibbles equals to:,2 bits,4 bits,2 bytes,4 bytes,C
1304,"This displays the positioning of text, tabs, margins, indents and other elements on the page.",Ruler,Status Bar,Document Window,Cursor,A
1305,"A light-sensitive device that converts drawings, printed text, or other images into digital form is a:",OMR,Scanner,Plotter,None of these,B
1306,What acts as a buffer between the CPU and the main memory?,Cache memory,Buffer Stock,RAM,ROM,A
1307,Which of the following devices is used to store data permanently?,Hard disk,Printer,Cache,RAM,A
1308,Which shortcut key is used to save a document?,Ctrl + A,Ctrl + S,Ctrl + X,None of these,B
1309,A functional language reflects the way people think mathematically.,Cross-platform programming,3GL business programming,Event-driven programming,Functional,D
1310,The shortcut key to open the Font dialog box is:,Ctrl+Shift+D,Ctrl+Alt+D,Ctrl+D,Alt+D,C
1311,"In Excel, which key is used to format a number in percentage format?",Ctrl+Shift+1,Ctrl+Shift+5,Ctrl+Shift+6,Ctrl+Shift+3,B
1312,"In Internet terminology, IP stands for:",Internet Protocol,Internet Provider,Internet Procedure,Internet Processor,A
1313,Which of the following are actions you can assign to an action button or slide object?,Run a macro,Play sound,Hyperlink,All of these,D
1314,Microsoft Windows is software developed by:,Apple,Sun,Dell,Microsoft,D
1315,What is a motion path in Microsoft PowerPoint?,A type of animation entrance effect,A method of advancing slides,A method of moving items on a slide,All of the above,C
1316,MS Word automatically saves a document after every?,20 min.,10 min.,30 min.,No specific time,B
1317,"If you want to keep track of different editions of a document, which feature will you use?",Edition,Version,Track change,All of above,B
1318,Collecting personal information and effectively posing as another individual is known as the crime of:,Spooling,Identity theft,Spoofing,Hacking,B
1319,Files created with Lotus 1-2-3 have an extension:,123,DOC,WK1,XLS,C
1320,Mac is a/an:,Utility program,Device driver,Image viewer,Operating system,D
1321,"What is a light-sensitive device that converts drawings, printed text, or other images into digital form called?",Keyboard,Scanner,OMR,None of these,B
1322,You can edit existing Excel Data by pressing the ____ key.,F1 key,F2 key,F3 key,F4 key,B
1323,What technology is used in compact disks?,Mechanical,Electrical,Electro Magnetic,Laser,D
1324,The paragraph mark (¶) is a formatting mark that indicates where the Enter key was pressed.,Tab key,Spacebar,Enter key,Shift key,C
1325,Who began the development of the World Wide Web in 1989?,Tim Berners-Lee,Tim John-Lee,Joe Bing,None of these,A
1326,Which of the following is not an operating system?,DOS,Linux,Windows,Oracle,D
1327,"In Microsoft Word, Ctrl+1 is used for which of the following?",To set 1.5 line spacing,To set 0.5 line spacing,Double line spacing,Single line spacing,D
1328,Who is considered the father of Computer?,Allen Turing,Charles Babbage,Simur Cray,Augusta Adaming,B
1329,Which of the following is not a part of the standard MS Office suite?,Word Processor,Database,Image Editor,File Manager,C
1330,"In PowerPoint, the header and footer button can be found on the insert tab in what group?",Illustrations,Object,Tables,None of these,D
1331,Which is the place that is used to connect various external devices to the computer?,Circuit,Whole,Port,None of these,C
1332,TCP/IP was invented by:,Robert E. Kahn,Vint Cerf,Alan turing,A & B,D
1333,"You wish to justify text over the height of a paper, which option will you choose in Ms Word?",From the formatting toolbar,Page Setup from the File menu,Font from the Format menu,Paragraph from the Format menu,B
1334,"In MS Excel, to create a formula, you can use:",Values but not cell references,Cell references but not values,"Values or cell references, although not both at the same time",Both values and cell references,D
1335,Pressing F8 three times selects?,Sentence,Select the dialog box,Change the margin,All of these,A
1336,"By default, MS Word automatically saves any document after every ______.",5 minutes,10 minutes,15 minutes,30 minutes,B
1337,Which of the following devices is used to store data permanently?,Hard Disk,Printer,Cache,RAM,A
1338,CPU is an example of:,Software,Hardware,Program,Memory,B
1339,Codes consisting of lines of varying widths or lengths that are computer-readable are known as:,An ASCII code,A magnetic tape,An OCR scanner,A bar code,D
1340,"In Ms Word 2016, the Zoom is placed on:",View tab,Home tab,Status bar,A & C both,D
1341,Which tab is not available on the left panel when you open a presentation?,Outline,Slides,Notes,None of these,C
1342,We can start MS Word by typing winword.exe in the Run Dialog box.,Winword.exe,Word.exe,Msword.exe,Docx.exe,A
1343,Maximum number of rows in MS Excel 2016 worksheet is:,16384,50000,1048576,10024,C
1344,"A floating toolbar is not attached to an edge of the Word window; that is, it displays in the middle of the Word window and can be moved anywhere in the window.",Floating toolbar,Scroll bar,Status toolbar,Menu bar,A
1345,In which generation were Computers' vacuum tubes used?,First generation,Second generation,Third generation,Fourth generation,A
1346,Which key should be pressed to start a new paragraph in MS-Word:,Enter,Shift,Alt,Ctrl+Enter,A
1347,"Suppose there is text in a document that is Bold, Red in Color with Green Background. We want to apply all of this formatting to another paragraph in one go. Which option will we use?",Format Painter,Format Menu,Format Button,Format Macro,A
1348,______ are the methods to insert a section break in MS Word:,Odd page,Even page,Next page,All of these,D
1349,"In MS Excel, Conditional Formatting is in the Home tab.",Home,View,Page layout,Insert,A
1350,The most fundamental unit of information in a digital system is:,Bit,Byte,Kilobyte,Gigabyte,A
1351,"To access a mainframe or supercomputer, users often use a:",Terminal,Node,Desktop,Handheld,A
1352,The process of loading and fixing or bypassing errors in computer program code is called:,Debugging,Defusing,Defragmenting,Defrosting,A
1353,The group of cells in MS Excel is known as a:,Set,List,Range,None of these,C
1354,What characteristic of read-only memory (ROM) makes it useful?,ROM information can be easily updated,"Data in ROM is non-volatile, that is, it remains there even without electrical power",ROM provides very large amounts of inexpensive data storage,ROM chips are easily swapped between different brands of computers,B
1355,To open the Columns dialog box quickly in Microsoft Word:,Double click the space between the area on the ruler,Double click the right margin in the ruler,Double click on the left margin area of the ruler,All of above,A
1356,"Before creating a master document in Ms Word, you must switch to:",Normal View,Outline View,Web Layout View,Print Layout View,B
1357,How do you insert a blank embedded Word object in Excel?,Click the Object command on the Insert menu.,Click the link button on the Standard Toolbar.,Click the link button on Format Painter.,None of these,A
1358,"When you insert an Excel file into a Word document, the data are often:",Embedded,Linked,Placed as a hyperlink in a Word table,None of these,A
1359,The Advance dialogue box is the same as,Open,Find,Search,Replace,D
1360,What are the three options available in the Insert >> Picture menu?,"Clipart, Pictures, Shapes","Clipart, From File, Shapes","Clipart, From files, AutoShapes","Clipart, Pictures, AutoShapes",B
1361,Which can be used for quick access to commonly used commands and tools?,Title bar,Toolbar,Taskbar,None of these,B
1362,Which of the following registers is used to keep track of the address of the memory location where the next instruction is located?,Program Counter,Memory Data Register,Instruction Register,Memory Address Register,A
1363,QuickTime is a:,Website,Search Engine,Media Player,Language,C
1364,"In Microsoft Excel, the file you create and edit is called:",A form,A ledger,A table,A workbook,D
1365,Rows and columns intersect at a?,Style,Cell,Content,Structure,B
1366,How many menus does a calculator in Windows have?,Three,Five,Four,Two,A
1367,Which of the following is a component of the management of data's integrity?,Encryption,Compression,Accuracy,Redundancy,C
1368,Which key is pressed to enter the data in a cell in Excel?,Enter,Shift,Space,None of these,A
1369,_______ is the high-speed memory used in a computer.,Hard Disk,RAM,Cache,None of these,C
1370,The best way to insert a new slide in a presentation is to use to:,Normal view,Special view,Slide show view,Slide sorter view,A
1371,ALU stands for:,Arithmetic Longest Unit,Arithmetic Logic Unit,Arithmetic Longest United,None of these,B
1372,"In MS Excel 2016, the 'Conditional Formatting' option is available in the '''' menu.",Insert,Page Layout,Formulas,Home,D
1373,The default orientation of a page in MS Word is:,Portrait,Landscape,Horizontal,None of these,A
1374,"In a website, we move from one place to another by:",Web links,Pointer,URL,None of these,A
1375,It is possible to create a data source before performing a merge in Ms Word.,Modify,Sorting,Create,All of above,D
1376,Which shortcut key is used to center align the selected text?,Ctrl+A,Ctrl+E,Ctrl+T,Ctrl+V,B
1377,A modem is connected to:,A telephone line,A keyboard,A printer,A monitor,A
1378,Which among the following is the smallest unit of storage?,Bit,Nibble,Byte,Megabyte,A
1379,The contents of two or more consecutive cells could be joined together using:,Shrink to fit,Wrap Text,Merge Cells,Center Alignment,C
1380,"To select a group of worksheets, we press and hold the ____ key and select the sheets we want to add:",Alt,Ctrl,Shift,None of these,B
1381,Which of these toolbars allows the changing of Fonts and their sizes in a Word Document?,Standard,Formatting,Print Preview,None of these,B
1382,Half of a byte is called:,Transistor,Compiler,Nibble,Binary Digit,C
1383,MS-Access is a program for:,Presentation,Documentation,Calculators,Database,D
1384,Which device is used to enter data into a computer?,Input,Output,Both A and B,None of these,A
1385,MS Access is used for:,Tool development,Web development,Database development,All of these,D
1386,World Wide Web (WWW) was invented by:,Robert Kahn,Tim Berners-Lee,Vint Cerf,Steve Jobs,B
1387,Which of the following is a valid font style?,Regular,Superscript,Strikethrough,Subscript,A
1388,Which of the following is correct regarding Underline in MS-Word?,Color of Underline can be change,Style of Underline can be change,Underline can be set using by shortcut key,All of the above,D
1389,"In a database table, what does a column represent?",Attribute,Index,Entity,Relation,A
1390,"What does ""Reply to All"" do in an email?",It replies only to the sender of the email.,It replies to the sender and any other recipients of the email.,It forwards the email to all recipients.,It deletes the email from all recipients' inboxes.,B
1391,Which of the following is not an essential component to perform a mail merge operation?,Main document,Data source,Merge fields,Word fields,D
1392,Which product of Microsoft is not available in the Linux operating system:,Open Source,MS Access,Command Line Interface,None of these,B
1393,TCP stands for:,Transmission Centric Protocol,Transfer Control Protocol,Transmission Control Protocol,Transmission Control Process,C
1394,Which file starts ms word?,Winword.exe,Word.exe,Word2003.exe,Msword.exe,A
1395,Who is considered the father of the C language?,Bjarne Stroustrup,James A. Gosling,Dennis Ritchie,Dr. E.F. Codd,C
1396,"Notebook, laptop, palm, and handheld computers are coming under the category of a portable computer.",Digital computer,Mainframe computer,Portable computer,Hybrid computer,C
1397,What is the shortcut key for a hyperlink in MS Word?,CTRL+H,CTRL+I,CTRL+K,CTRL+T,C
1398,What is Unix in computer systems?,A type of software application,"A multiuser, multitasking operating system",A programming language,A hardware device,B
1399,In MS Excel ready-made templates are available under the ____ tab.,File,Insert,Design,None of the above,A
1400,______ are the smallest and largest font size available in Font Size tool on formatting toolbar in MS-Office.,8 & 72,8 & 64,4 & 28,None of these,A
1401,"Computers manipulate data in many ways, and this manipulation is called:",Upgrading,Processing,Batching,Utilizing,B
1402,"To fix values in Excel, we use?",Absolute reference,Thumbnails,Thread,None of these,D
1403,The effect applied to a display when slides change in a slide show view is:,Slide Animation,Custom Animation,Custom Transition,Slide Transition,D
1404,"In MS Word, ""Ctrl + Right Arrow"" is used to:",Moves the cursor one word right,Moves the cursor end of the line,Moves the cursor end of the document,Moves the cursor one Paragraph down,A
1405,Slide transitions are applied to?,Current Slide,Previous slide,New slide,All of above,A
1406,"Which part of the computer is called the ""brain of the computer""?",Compiler,Central Processing Unit,Visual Display Unit,None of these,B
1407,What is the name of a memory buffer used to accommodate a speed differential?,Cache,Stack Pointer,Accumulator,Disc (SSC CG),A
1408,Which key is used to select the whole document?,Ctrl+A,Ctrl+Y,Ctrl+C,None of these,A
1409,"In Ms PowerPoint, Ellipse Motion is a predefined:",Design template,Color scheme,Animation scheme,None of these,C
1410,"To move a selected paragraph up, use the key combination:",Alt + Shift + Down arrow,Alt + Shift + Up arrow,Alt + Shift + Arrow,None of these,B
1411,What is the shortcut key for Find and Replace in MS Word?,Ctrl + F,Ctrl + H,Ctrl + G,Ctrl + R,B
1412,DPI stands for:,Dot Per Inch,Decimal Per Inch,Digit Per Inch,Data Per Inch,A
1413,What should you do if you require pasting the same format in many places?,Double-click the format painter then go on pasting in many places,Click the format painter then go on pasting to many places holding Ctrl Key,Click the Format painter and go on pasting in many places holding Alt Key,All of the above,A
1414,The Pascal programming language was invented by:,Niklaus Wirth,Blaise Pascal,Dijkstra,Donald Knuth,A
1415,"In MS Excel 2016, a window can be split into two parts by which of the following options?",Format > Window,Developer > Window > Split,Page Layout > Split,View > Window > Split,D
1416,Eight bits make up a:,Byte,Megabyte,Kilo Byte,None of these,A
1417,A computer can read from and write to which device?,Hard disk,Flash drive,RAM,All of these,D
1418,When was the first IBM microcomputer called IBM with a 16-bit microprocessor introduced?,1979,1981,1982,1984,B
1419,______ is a storage area for an email account.,Mailbox,Attachment,Hyperlink,None of these,A
1420,Which of the following is not a binary number?,1,102,100,110,B
1421,A common name for software errors is:,Bugs,Trojans,Logic bombs,Viruses,A
1422,Formulas in Excel start with,'=,%,#ERROR!,!,A
1423,A collection of system programs that controls and coordinates the overall operations of,computer system is called ____? System software,Operating system,Utility program,Device driver,B
1424,Network is a combination of hardware and software that facilitates the sharing of information between computing devices.,Network,Peripheral,Expansion board,Digital device,A
1425,Which option in the File pull-down menu is used to close a file in MS Word?,New,Quit,Close,Exit,C
1426,DNS stands for:,Domain name service,Domain name server,Domain name system,None of these,C
1427,"A standard single-layer single-sided DVD can store a maximum of approximately 4.7 GB. A double-sided, single-layer DVD can store approximately:",5.5 GB,6.7 GB,9.4 GB,7.7 GB,C
1428,"To move between the worksheets in a workbook in MS Excel, we can use which of the following shortcuts?",Alt + =,Ctrl + F9,Ctrl + Tab,Ctrl + Page up,D
1429,The maximum zoom percentage in Excel is:,100 percent,300 percent,400 percent,500 percent,C
1430,What type of diagram would you use to compare performance of two employees in the year 2021:,Column chart,Line chart,Pie chart,Dot Chart,A
1431,WAN stands for:,Wide Area Network,Wide Array Network,Wireless Area Network,None of these,A
1432,"Cell entry ""July 16, 2016"" will be considered a ____ by an Excel sheet.",Number,Formula,Value,Label,C
1433,A song being played on a computer speaker is?,Hard output,Soft output,Both A & B,Neither Hard nor Soft output,B
1434,"What is the shortcut key to ""Center Align"" the selected text?",Ctrl + C,Ctrl + E,Ctrl + F,Ctrl + D,B
1435,____ is a technique that is used to send more than one call over a single line?,Digitizing,Duplexing,Multiplexing,Streaming,C
1436,"In Microsoft Word, the Superscript, subscript, outline, emboss, engrave are known as:",Font effects,Text effects,Font styles,Word art,A
1437,Which of the following contains permanent data and gets updated during the processing of transactions?,Operating system file,Transaction file,Software file,Master file,D
1438,Which shortcut key is used for close a program?,Ctrl + F4,Alt + F4,Shift + F4,None of These,B
1439,Artificial Intelligence(AI) is the science that attempts to produce machines that display the same type of intelligence that humans do.,Nanoscience,Nano technology,Simulation,Artificial Intelligence(AI),D
1440,Numeric key is a ____ key.,Primary,Secondary,Normal,None of these,A
1441,The minimum number of rows and columns in an MS Word document is?,1 by 1,2 by 1,2 by 2,1 by 2,A
1442,"In MS PowerPoint, the 'on mouse click' option can be used by:",Insert & on mouse click,Format & on mouse click,Transition & on mouse click,None of these,C
1443,"In MS Word 2016, to increase font size to 1 point, press:",CTRL + '[,CTRL + '],CTRL + (,CTRL + ),B
1444,A number of letters that appears a little above the normal text is called:,Superscript,Sub script,Super text,Sub Text,A
1445,"If the displayed system time and date is wrong, you can reset it using:",Write,Calendar,Control Panel,None of these,C
1446,Adjusting the space between two consecutive characters is called:,Leading,Kerning,Formatting,Editing,B
1447,The brain of a computer is called:,Motherboard,CPU,Microprocessor,None of these,B
1448,"Small squares, called sizing handles, on the selection rectangle that surrounds a graphic can be used to change the dimensions of the graphics in Ms Word.",Scroll boxes,Sizing handles,Status indicators,Move handles,B
1449,A mini computer is a medium-sized computer.,Micro,Mainframe,Super,Mini,D
1450,How do you magnify your document in Ms Word?,"View, Zoom","Format, Font","Tools, Options","Tools, Customize",A
1451,Which of the following words is closest in meaning to the word 'Monitor?,Punish,Conclude,Observe,Interfere,C
1452,Which of the following panes is not typically a primary option directly listed in the Task Pane?,Getting started,WordArt,Clip Art,Search results,B
1453,What is the other name for a programmed chip?,RAM,ROM,LSIC,PROM,B
1454,Which of the following function key activates the speller in Ms Word?,F5,F7,F9,Shift+F7,A
1455,Which key on the keyboard can be used to view a slide show in Ms PowerPoint?,F1,F2,F5,F10,C
1456,How can you apply exactly the same formatting you did to another text in Ms Word?,Copy the text and click on Paste Special tool on a new place,Select the text then click on Format Painter and select the new text,Copy the text and paste in a new location. Then type the new text again,All of above,B
