Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2664,"Chotiari Dam, an artificial water reservoir, is situated in the province of ________.",KPK,Sindh,Punjab,Balochistan,B
2665,Which tribes primarily inhabit North Waziristan?,Wazir and Dawar,Mehsud and Wazir,Barki and Dawar,None of these,A
2666,Mir Shahdad Jo Qubo (Tomb of Mir Shahdad Talpur) is in _________.,Mithi,Khipro,Shahpur Chakar,Matiari,C
2667,When did Sir Syed Ahmad Khan die?,"March 27, 1898","December 30, 1898","February 15, 1869",1892,A
2668,Who is the current chairman of the Federal Public Service Commission?,Malik Zafar Iqbal,Lt. Gen. Akhtar Nawaz Satti,Haseeb Athar,None of these,B
2669,The British sold Kashmir to Gulab Singh Dogra under the:,Treaty of Lahore,Treaty of Amritsar,Treaty of Gandamak,Treaty of Bassein,B
2670,Which team won PSL 2018?,Islamabad United,Peshawar Zalmi,Quetta Gladiators,Karachi Kings,A
2671,The minimum age to cast a vote in Pakistan is:,15 years,18 years,21 years,25 years,B
2672,"The name of the poet whose collection of poetry is called ""Shah Jo Risalo"" is ________.",Khushal Khan Khattak,Waris Shah,Makhdum Muhammad Hashim,Shah Abdul Latif Bhittai,D
2673,Quaid-e-Azam attended a Muslim League session for the first time in:,in 1906,in 1910,in 1912,in 1916,C
2674,Which political party in Sindh is more popular?,PPP,MQM,PTI,None of these,A
2675,"An agreement for cooperation was signed during Turkish President ""Kennan Everno's"" visit to Pakistan in February 1980 in the field of __________.",Defence production,Tourism,Research and Development,Shipping,C
2676,When was the Lucknow Pact signed?,1913,1916,1917,1919,B
2677,The main reason for the Partition of Bengal was:,Religious grounds,Administrative requirements,On Muslims' demands,None of these,B
2678,The range of the Hatf-II missile is ________.,180 km,275 km,230 km,300 km,A
2679,Which country has announced to give Rs. 2.3 billion to Pakistan for weather radar system installation in Multan?,China,Japan,Korea,France,B
2680,What was Mohtrama Fatima Jinnah's profession?,Lawyer,Doctor,Dentist,Teacher,C
2681,"In the Lucknow Pact (1916), what portion of representation was granted to Muslims in legislative councils?",1 by 2,1 by 3,1 by 4,1 by 5,B
2682,Which of the following glaciers are present in the Karakoram Range?,"Siachen, Hispar and Biafo",Batura,Chogo Lungma and Yengunta,All of the above,D
2683,When was the second Martial Law imposed in Pakistan?,on 26th March 1969,on 7th October 1958,on 7th July 1977,on 23rd March 1971,A
2684,"After the death of General Zia-ul-Haq, who became the acting President of Pakistan?",Ghulam Mustafa Jatoi,Mirza Aslam Beg,Ghulam Ishaq Khan,Wasim Sajjad,C
2685,Who was the first Viceroy of India?,Lord Canning,Lord Ripon,Lord Curzon,Lord Hastings,A
2686,Pakistan recognized Bangladesh in which year?,in 1974,in 1973,in 1976,in 1971,A
2687,"Iqbal served as Lecturer of what subject in Oriental College, Lahore?",Psychology,Political Science,Philosophy,Religion,C
2688,Name the first famous feature film of Pakistan in the English language.,Immaculate Conception,Beyond the Last Mountain,Lala Bashir in Trouble,Jinnah,B
2689,"Who was the first Muslim Governor of Lahore, appointed by the Ghaznavids?",Malik Ayaz,Meer Fayyaz,Allah Dino Boland,Agha Kuttab,A
2690,The first Mughal emperor Babar's tomb is situated in _____.,Lahore,Delhi,Kabul,Agra,C
2691,When did Cabinet Mission arrive?,In 1944,In 1945,In 1946,None of these,C
2692,When did Pakistan become an Islamic Republic?,1947,1956,1965,1973,B
2693,"The Grand Trunk (GT) Road, built by Sher Shah, ran from Sonargaon to which city?",Kabul,Peshawar,Lahore,Delhi,A
2694,Daman-e-Koh is located in ____________.,Rawalpindi,Abbottabad,Multan,Islamabad,D
2695,Who was the Caretaker Prime Minister of Pakistan for the 2018 general election?,Justice (retd) Nasir-ul-Mulk,Maleeha Lodhi,Justice (retd) Tassaduq Hussain Jillani,None of them,A
2696,Who was the British Prime Minister after whom Pitt's India Act 1784 was named?,William Pitt the Younger,Lord North,Clement Attlee,Lord Willingdon,A
2697,Which street still reminds the people of Lahore of the great daily of Munshi Mehboob Alam?,Circular Street,Anarkali,Munshi Street,Paisa Akhbar Street,D
2698,In which year were Ahmadis declared non-Muslims in Pakistan?,in 1978,in 1977,in 1976,in 1974,D
2699,Who presented the Chenab formula to resolve the Kashmir issue?,Dr. Khan Sahib,Abdul Qayyum,Hidayatullah,None of these,B
2700,The National Flag of Pakistan was adopted on:,"on Aug 10, 47","on Sep 11, 47","on Aug 14, 47","on Aug 15, 47",B
2701,When were the Delhi proposals presented?,In 1926,In 1928,In 1927,In 1925,C
2702,"About the end of the 2nd century BC, some unusual upheavals in Central Asia let loose a series of invasions into the subcontinent. The first invasion was by the _________.",The Kushans,The Sakas,The Bactrian Greeks,The Parthians,C
2703,The desert found in the province of Punjab is _________.,Sahara,Thar,Thal,Khara,C
2704,Pakistani actor Fawad Khan acted in which recent Bollywood film?,Barfi,Khoobsurat,Jalaibee,Golmaal,B
2705,The modern Pashto alphabet was prepared by _________.,Afzal Hussain,Saifullah,Ahmad Shahzad,Pir Roshan,D
2706,Anwar Gargash was the Minister of State for Foreign Affairs of which country?,UAE,Oman,Kuwait,Saudi Arabia,A
2707,The Punjab Boundary Force was disbanded by the order of:,Mountbatten,Quaid-e-Azam,Both of the Governor-Generals,None of these,A
2708,Where was Bahadur Shah Zafar buried?,Delhi,Lahore,Rangoon,Bombay,C
2709,Appeals from judgments and orders in Hudood cases lie to the ________.,Federal Shariat Court,High Court,Supreme Court,Special Court,A
2710,Chief Administrator means:,D.G. Zakat and Ushr,Secretary Zakat and Ushr,Both (A) & (B),None of the above,B
2711,The most important cash crop of Pakistan after wheat is __________.,Maize,Millet,Sugarcane,Rice,D
2712,Which out of the following countries hosted most refugees in 2012?,Iran,Pakistan,Germany,France,B
2713,Razia Sultana reigned for _______ years.,3,4,5,6,B
2714,In which year was the Nehru Report published?,1927,1928,1929,None of these,B
2715,Chandka is an old name of _________.,Sehwan,Shikarpur,Larkana,Sanghar,C
2716,Who was the leader of the 'Young Bengal Movement'?,Raja Ram Mohan Roy,Henry Vivian Derozio,David Hare,Debendranath Tagore,B
2717,The Jallianwala Bagh massacre happened on:,"on April 19, 1919","on April 13, 1919","on April 21, 1919","on April 31, 1919",B
2718,When did Pakistan leave CENTO?,in January 1979,in March 1979,in May 1979,in June 1979,B
2719,The first published Urdu book is considered to be ________.,Pir-e-Kamil',Dah Majlis',Aab-e-Hayat',None of these,B
2720,The first Chairman of the Senate was:,Habib Ullah Khan Marwat,Ghulam Ishaq Khan,Syed Fazal Agha,Wasim Sajjad,A
2721,Kirthar Hills are located in _______.,Punjab,Sindh,KPK,Gilgit,B
2722,Ayub National Park is situated in _________.,Rawalpindi,Murree,ICT,None of them,A
2723,The Quit India Movement is also called:,August Movement,September Movement,October Movement,None of these,A
2724,"The book 'The Sole Spokesman: Jinnah, the Muslim League and the Demand for Pakistan' was written by __________.",Umera Ahmad,Ayesha Jalal,Liaquat Ali Khan,Aitzaz Ahsan,B
2725,Zia Mohyeddin is a ______?,Singer,Actor,Comedian,None of these,B
2726,The Lal Suhanra National Park is located near __________.,Khanewal,Bahawalpur,D. G. Khan,Lasbela,B
2727,Armaghan-e-Hijaz was written by ________.,Ghazali,Farabi,Allama Iqbal,Tusi,C
2728,Which pass connects Dir and Chitral?,Gomal Pass,Lowari Pass,Dargai Pass,Bolan Pass,B
2729,"Who coined the word ""Pakistan"" in 1933?",Muhammad Ali Jinnah,Chaudhry Rehmat Ali,Allama Iqbal,Liaquat Ali Khan,B
2730,For approximately how many years did the Delhi Sultanate last?,250 years,320 years,190 years,410 years,B
2731,PRODA (Public and Representative Offices Disqualification Act) was passed in:,1949,1950,1951,1952,A
2732,"Which country's border shared with Pakistan stretches for approximately 2,250 km?",India,Afghanistan,Iran,China,B
2733,When was the Sui Northern Gas Pipelines Limited (SNGPL) company established?,In 1962,In 1963,In 1964,In 1965,B
2734,Which Governor-General of Pakistan had the shortest tenure?,Quaid-e-Azam,Khawaja Nazimuddin,G. Muhammad,Iskandar Mirza,D
2735,Banaras Institute was the first practical step taken against:,Urdu,Bengali,Persian,English,A
2736,Which of the articles talks about permanent settlement in Kashmir?,35-A,37-A,40-A,111,A
2737,What was the main difficulty which delayed the constitution-making in Pakistan?,Exact nature of the State,Lack of interest among members of the Constituent Assembly,The distribution of powers between Federal and Provincial Governments,Corrupt administration,C
2738,Which famous newspaper of Pakistan also publishes in the UK?,Nawa-i-Waqt,Jang,Mashriq,Dawn,B
2739,The Constitution of 1962 provided for a __________ form of government.,Bicameral,Unicameral,Federal,Tricameral,B
2740,When was the historic Quaid-i-Azam Ziarat Residency destroyed in an arson attack by militants?,"On June 15, 2013","On June 15, 2014","On June 15, 2015","On June 15, 2016",A
2741,Where is Quaid-e-Azam's tomb situated?,Lahore,Multan,Karachi,None of these,A
2742,Who was the first president of the All-India Muslim Students Federation?,Hasan Jamil,Raja Sahib of Mahmudabad,Laeeq Ahmad,Ateeq-ur-Rehman,B
2743,The oldest TV station in Pakistan is located in __________.,Islamabad,Peshawar,Lahore,Karachi,C
2744,What is the average height of the Chaghi Range?,"3,500 meters","2,500 meters","4,000 meters","3,000 meters",D
2745,The Cabinet approved the NSP (National Security Policy) on:,"on Jan 12, 2021","on Jan 13, 2022","on Dec 28, 2021","on Jan 14, 2022",C
2746,Who was the ruler of Kashmir at the time of partition in 1947?,Maharaja Hari Singh,Sheikh Abdullah,Maharaja Pratap Singh,Maharaja Gulab Singh,A
2747,Siachen Glacier is located in which district?,Gilgit,Skardu,Ghanche,Astore,C
2748,The interim Government was formed in 1946. Who was the Prime Minister?,Pandit Nehru,F.M. Lord Wavell,Liaquat Ali Khan,None of the above,D
2749,The Hindu terrorist organization Rashtriya Swayamsevak Sangh (RSS) was founded in 1925 at Nagpur by:,Dr. K.B. Hedgewar,Lala Lajpat Rai,Tilak,None of these,A
2750,When was the decimal system for currency introduced in Pakistan?,"On January 1, 1960","On January 1, 1961","On January 1, 1962","On January 1, 1963",B
2751,When did Muhammad Ali Jinnah first meet M.K. Gandhi?,1913,1916,1917,1919,B
2752,"Muhammad Ali Bogra, the then Prime Minister of Pakistan, presented his constitutional formula to the Constituent Assembly on __________.","On September 7, 1953","On October 7, 1953","On November 7, 1953",None of these,B
2753,"Chaudhry Rahmat Ali, the architect of the name 'Pakistan', died on __________.","on February 12, 1950","on February 3, 1951","on February 3, 1953","on February 3, 1954",B
2754,Where Pakistan's first Postal Stamp was printed?,Karachi,New York,London,Lahore,C
2755,What is the ratio of unemployment in Pakistan?,5.79 percent,4.79 percent,6.79 percent,None of these,A
2756,Who was the first Englishman president of the Congress?,A.O. Hume,Lord Lytton,George Yule,Lord Dufferin,C
2757,The Badshahi Mosque of Lahore was built by Aurangzeb in ________.,In 1532,In 1630,In 1631,In 1673,D
2758,Who was the Prime Minister of Pakistan during the enforcement of the first constitution?,Muhammad Ali Bogra,Huseyn Shaheed Suhrawardy,Choudhry Mohammad Ali,Feroz Khan Noon,C
2759,Which range is called the 'Roof of the World'?,Karakoram,Hindu Kush Range,The Pamir Plateau,Himalayan Range,C
2760,Akbar was only _____ years old when he was crowned Emperor?,10,11,12,13,D
2761,The concept of acting in aid of civil power by the armed forces has been laid down in the Constitution of Pakistan 1973 vide:,Article 245,Article 270,Article 243,Article 200,A
2762,The Aryans first settled in the _________ region of the subcontinent around 1500 BC.,Kashmir,NWFP,Punjab,Balochistan,C
2763,What was the percentage of the Muslim population in Kashmir at the time of partition?,70 percent,73 percent,75 percent,77 percent,D
2764,Warsak Dam is situated on river ______?,Indus,Swat,Kabul,Chenab,C
2765,Who abrogated the 1956 Constitution?,Ayub Khan,Tikka Khan,President Iskander Mirza,Yahya Khan,C
2766,When did Pakistan leave CENTO?,1971,1974,1979,None of these,C
2767,First Barani University was established at__________.,Hyderabad,Karachi,Rawalpindi,None of these,C
2768,The capital of the Mughal Empire was shifted from Agra to Delhi by __________.,Jahangir,Aurangzeb,Humayun,Shah Jahan,D
2769,Data Ganj Bakhsh came to Lahore during the reign of which Ghaznavid Sultan?,Sultan Mahmud,Sabuktigin,Ismail,Sultan Mas'ud,D
2770,The total length of the road network in Pakistan is approximately __________.,"260,000 km","271,223 km","292,222 km","331,113 km",A
2771,When did the Hyderabad army surrender to Indian forces?,"On September 17, 1948","On September 18, 1948","On September 19, 1948","On September 20, 1948",A
2772,The largest lake in Pakistan is:,Manchar,Keenjhar,Rawal,None of these,A
2773,The War of Independence of India started in:,1847,1853,1858,1857,D
2774,Where was the Indian capital shifted to in 1911?,Calcutta,Delhi,Mumbai,Lahore,B
2775,Lord Clive defeated Nawab Siraj-ud-Daulah in which battle in 1757 and captured Calcutta?,Larkana,Dajla,Panipat,Plassey,D
2776,"The main demand of the Simla Muslim Deputation, accepted in the Minto-Morley Reforms of 1909, was about:",Separate electorates,Funds for establishing a university for Muslims,Equal employment opportunities,None of these,A
2777,Who requested Ahmad Shah Abdali to come to India in the 18th century?,Al Beruni,Shah Wali Ullah,Mirza Ghalib,None of these,B
2778,Who made the design of Pakistan's first stamp ticket?,Sadequain,A.R. Chughtai,Salima Hashim,Ismail Gulgee,B
2779,Tomb of Nur Jahan is located in:,Lahore,Kabul,Agra,Multan,A
2780,"The youngest mountains of the world, the Himalayas, are present in _________.",Pakistan,China,India,Burma,A
2781,The Day of Deliverance was observed by All India Muslim League on:,"on 22nd December, 1939","on 3rd June, 1947","on 23rd March, 1946","on 14th August, 1947",A
2782,When did Sir Syed Ahmad Khan start his career as Sarishtedar?,1831,1837,1838,1839,C
2783,In pursuance of the objectives outlined by ________ the Punjab Police reorganized its Counter Terrorism Department (CTD).,NAP,Ministry of Interior,FATF,UNSC,A
2784,In which district of Sindh is the Lakhi mountain pass located?,Jamshoro,Shikarpur,Khairpur,Mirpur Khas,A
2785,When did the All India Muslim League (AIML) celebrate Victory Day?,in December 1939,in March 1940,in August 1947,in January 1946,D
2786,What does RSS stand for?,Rashtriya Swayam Sewak Sangh,Rashtriya Sangh Samiti,Rashtra Sewa Sangh,Rashtriya Sewa Samiti,A
2787,Who was the architect of the Deccan Policy?,Jahangir,Babur,Aurangzeb,None of these,C
2788,Which report resulted from the AIML committee chaired by Raja Syed Muhammad Mehdi?,Shareef Report,Pirpur Report,Nehru Report,Simon Report,B
2789,"The journal ""Tahzibul Akhlaq"" was published in:",in 1862,in 1870,in 1875,in 1881,B
2790,Who was the 1st Caretaker Prime Minister of Pakistan?,Balakh Sher Mazari,Moeenuddin Ahmad Qureshi,Mir Hazar Khan Khoso,Ghulam Mustafa Jatoi,D
2791,When was the Liaquat-Nehru Pact between India and Pakistan signed?,1950,1955,1954,None of these,A
2792,On which date is Yum-e-Takbir celebrated in Pakistan?,on 17 May 1998,on 16 July 1998,on 28 May 1998,on 1st May 1998,C
2793,Who is called the Father of History?,Tacitus,Polybius,Herodotus,Ibn Khaldun,C
2794,Pakistan conducted its nuclear tests on __________.,"On May 28, 1998","On May 26, 1997","On June 28, 1999","On July 27, 1997",A
2795,"On the execution of Muhammad Bin Qasim, the rule of the Caliph ended and Arab princes in Mansura (Sindh) and Multan (Punjab) established their independent dynasties in the subcontinent in the year:",861 AD,871 AD,881 AD,None of these,D
2796,"Nawab Malik Amir Mohammad Khan, also known as the Nawab of Kalabagh, was governor of West Pakistan in 1960. He was from:",Bahawalpur,Mianwali,Mirpur Khas,D.I. Khan,B
2797,Who died in a plane crash along with General Zia in 1988?,Richard Nixon,George Bush Sr.,Arnold Raphael,Martin Luther King Jr.,C
2798,"According to 2021 estimates, the death rate per thousand people in Pakistan is approximately _________.",6 persons,7.2 persons,13 persons,14 persons,B
2799,"The Muslim League, Congress, and the Sikhs mutually agreed to which agreement with Lord Mountbatten?",Govt. of India Act 1935,Indian Independence Act 1947,Govt. of India Act 1919,Simla Agreement,B
2800,"The three eastern rivers, the Ravi, the Beas, and the Sutlej, enter Pakistan from __________.",Afghanistan,India,Iran,China,B
2801,The Kirana Hills are present in ________.,India,Pakistan,Nepal,China,A
2802,According to which article of the 1973 Constitution is the Federal Government composed of the Prime Minister and his cabinet?,Article 90,Article 85,Article 80,Article 75,A
2803,Bolan Pass is located in the range of?,Salt Range,Kirthar Range,Karakoram Range,None of these,D
2804,The Supreme Commander of the Pakistan Armed Forces is:,Prime Minister,President,Chief Justice,None of these,B
2805,Pakistan purchased Gwadar from Muscat (Oman) in which year?,1947,1958,1962,1977,B
2806,"Who wrote ""Muslim League, Yesterday and Today""?",G. Allana,Syed Matlub,G.M. Naeem,A.B. Rajput,D
2807,"In 1943, the Indian National Army was led by:",Subhash Chandra Bose,Dadabhai Naroji,Lala Lajpat Rai,None of these,A
2808,When was the Pakistan Badminton Association (PBA) formed?,1953,1954,1955,1956,A
2809,"In March 1942, who came to the sub-continent with some proposals to solve constitutional problems?",Lord Ripon,Lord Minto,Stafford Cripps,Linlithgow,C
2810,What is the height of Sakaser Peak?,"1,600 m","1,500 m","1,680 m","1,700 m",B
2811,The total area of Quetta City in km² is __________.,"2,656 km²","3,702 km²","5,723 km²","7,523 km²",A
2812,The Central Muhammadan Association was founded in 1877 by:,Chaudhri Rehmat Ali,Sir Syed Ahmed Khan,Syed Ameer Ali,Nawab Mohsin-ul-Mulk,C
2813,Havaldar Lalak Jan Shaheed was awarded Nishan-e-Haider for his acts of bravery and valour during the:,1965 War,1970 War,Kargil operation,Operation Zarb-e-Azb,C
2814,Muhammad Zia-ul-Haq became the President of Pakistan. (Ordinal number),5th,6th,7th,8th,B
2815,Who was the father of Mumtaz Mahal (Arjumand Banu Begum)?,Jahangir,Asif Khan,Dara Shikoh,Ustad Isa,B
2816,Who initiated the Silk Letter Movement (Reshmi Rumal Tehreek)?,Mahmud al-Hasan,Fakhr-ud-Din Nizami,Maulana Zafar Ali Khan,Shabbir Ahmad Usmani,A
2817,When was the first Indian civil servant inducted into the government?,1862,1864,1861,None of these,B
2818,The name of the first Pakistani aircraft is:,JF-17 Thunder,JF8 Thunder,JF9 Thunder,JF11 Thunder,A
2819,At which pass do Pakistan and China meet?,Khunjerab,Khyber,Tochi,None of these,A
2820,Who seconded the Lahore Resolution?,Ch. Khaleeq-uz-Zaman,Sir Sikandar Hayat,Lord Zetland,Sardar Aurangzeb,A
2821,Baba-e-Sahafat' (Father of Journalism) is the title of ___________.,Zafar Ali Khan,Maulvi Abdul Haq,Ahsan Danish,Ghalib,A
2822,When was the 1973 Constitution enforced?,on 14th August 1973,on 1st March 1973,on 20th December 1972,on 10th January 1973,A
2823,"Which new province was created under the Government of India Act, 1935?",Punjab,Sindh,Assam,Bengal,B
2824,The largest island of Pakistan is ____.,Astola,Manora,Charna,None of these,A
2825,How many seats are reserved for women in the Sindh Assembly?,26,28,27,29,D
2826,"To meet the educational needs of the people, the 'Madrasa-i-Nasiri' was built during the reign of _________.",Qutb-ud-din Aibak,Iltutmish,Ruknuddin Firoz Shah,Jalal-ud-din Khalji,B
2827,Arya Samaj was against:,Sikhs,Christians,Muslims,All of these,D
2828,When was the agreement with Canada for Karachi's first nuclear power station signed?,in 1962,in 1965,in 1964,in 1967,B
2829,The Congress declared complete independence for India as its goal at its session held at:,Calcutta in 1928,Allahabad in 1930,Lahore in 1929,None of these,C
2830,The Tughluq Dynasty finally came to an end with the death of Nasiruddin Mahmud Shah in which year?,In 1398,In 1414,In 1401,In 1412,D
2831,The Central National Muhammadan Association was founded by:,Syed Ameer Ali,Allama Shibli Noumani,Ch. Rehmat Ali,Allama Iqbal,A
2832,The 1956 Constitution provided equal partnership between East and West Pakistan in the ________.,Administration,Economic field,Political field,All of these,D
2833,Pakistan's first ambassador to the United States was:,M.A.H. Isphahani,Patras Bukhari,K.K. Aziz,None of these,A
2834,Who was appointed the first headmaster of MAO School?,Theodore Beck,John Borthwick Gilchrist,Henry Siddons,Syed Amir Ali,C
2835,Who was the first President of the All India Muslim League?,Agha Khan III,Agha Khan II,Agha Khan IV,None of these,A
2836,"The ""Nimoo Bazgo Power Project"" is a run-of-the-river power project on the __________ River, situated at Alchi village, 75 kilometers from Leh in Indian-occupied Jammu and Kashmir.",Neelum,Jhelum,Chenab,Indus,D
2837,Gomal Zam Dam is located in _____?,KPK,Punjab,Sindh,None of these,A
2838,Who was the first president of the Indian National Congress?,Dadabhai Naoroji,Womesh Chunder Bonnerjee,Allan Octavian Hume,Badruddin Tayyabji,B
2839,"Who is the current Chairman Joint Chiefs of Staff Committee (CJCSC), Pakistan?",General Rashad Mahmood,General Nadeem Raza,General Zubair Hayat,None of these,B
2840,To which dynasty did the first woman ruler of the Delhi Sultanate Razia Sultan belong?,Slave,Mughal,Khilji,Lodhi,A
2841,The total length of the Durand Line is:,2422 km,2421 km,2423 km,2640 km,D
2842,Who among the following designed the National Flag of Pakistan?,Altaf Hussain,Ahmad Chagla,Ameer-ud-Din Kidwai,None of these,C
2843,The range of the enhanced version of the Babur cruise missile is _________.,800 km,450 km,"1,500 km",700 km,D
2844,"During his reign, Shah Jahan shifted the Mughal capital from Agra to which city?",Lahore,Fatehpur Sikri,Delhi,Thatta,C
2845,Which river is not flowing from Jammu & Kashmir?,Indus,Chenab,Ravi,None of these,C
2846,The 'Zakat and Ushr' Ordinance was enforced on __________.,"On December 20, 1980","On June 20, 1980","On June 22, 1981","On March 23, 1980",B
2847,"According to past reports, approximately how many executioners were employed in Pakistan's jails?",3,5,7,9,A
2848,Pakistan named _______ in commemoration of the nuclear test of 28 May 1998.,Youm Shukar,Youm Nijat,Youm Takbeer,None of these,C
2849,Which province is called Bab-ul-Islam?,Punjab,Sindh,Bengal,KPK,B
2850,"In March 1942, who came to the subcontinent with some proposals to solve constitutional problems?",Lord Ripon,Lord Minto,Sir Stafford Cripps,Lord Linlithgow,C
2851,How many Muslim League members were included in the interim government?,4,5,6,None of these,B
2852,"Sadiq Khan, Mayor of London, defeated which candidate in the recent election?",Shaun Bailey,Kam Balayev,Sian Berry,None of these,A
2853,The total number of Prime Ministers who served until 1958 is ____________.,Five,Seven,Eight,None of these,B
2854,Who was the last Governor of Undivided Punjab?,Sir Evan Jenkins,Francis Mudie,Abdur Rab Nishtar,None of these,A
2855,Which one of the following areas in Pakistan is known for the largest iron ore deposits?,Chitral,Kalabagh,Salt Range,Kalat,B
2856,Borstal Jails/Institutions are meant for:,Women Prisoners,Condemned Prisoners,Juvenile Prisoners,Hardened Prisoners,C
2857,The famous Moti Masjid built in 1635 is located in:,Lahore,Multan,Thatta,Bhera,A
2858,The leaders of the Muslim League delegation in the first Round Table Conference included:,Allama Iqbal and Liaquat Ali Khan,Quaid-e-Azam and Sir Muhammad Shafi,Sir Agha Khan and Maulana Shaukat Ali,Nawab Salimullah and Maulana Muhammad Ali Jauhar,B
2859,Council of Common Interests (CCI) is a constitutional body of Pakistan. Membership of CCI consists of:,"Prime Minister, all Provincial Chief Ministers and 3 members nominated by the Prime Minister","President, all Provincial Governors and Chief Ministers, Prime Minister and Minister for Inter-Provincial Coordination","President, Prime Minister, Chairman Senate, Provincial Chief Ministers and Chief of Army Staff","Prime Minister, Speaker National Assembly, all Chief Ministers and three Ministers",D
2860,Who is the first and only Pakistani to have served as the Secretary-General of the OIC?,Muneer Akram,Sharifuddin Pirzada,Yaqoob Ali Khan,S. M. Zafar,B
2861,What official position was given to Ibn Batuta by Muhammad bin Tughluq?,Wazir,Army Commander,Court Poet,Qazi/Judge,D
2862,The G.T. Road was constructed by __________.,Iltutmish,Muhammad Tughlaq,Feroz Tughlaq,Sher Shah Suri,D
2863,Who was 7th PM of Pakistan?,Mohammad Ali Bogra,Khawaja Nazimuddin,Feroz Khan Noon,None of these,C
2864,"Under the ""Treaty of Allahabad,"" Shah Alam II got the districts of Kora & Allahabad and was also given an annual pension of 2.6 million rupees; in return for this favor, which areas were given to the British by Shah Alam?",Diwani of Bengal,Bihar,Orissa,All of these,D
2865,"During his stay in England, Sir Syed closely observed the __________ system of England.",Social,Economic,Educational,Religious,C
2866,Who was the founder of Nawa-i-Waqt newspaper?,Hameed Nizami,Majeed Nizami,Arif Nizami,None of these,A
2867,Which is the second largest province of Pakistan by area?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,A
2868,The highest building in Pakistan is the __________.,MCB Tower,Pakistan Stock Exchange,Bahria Icon Tower,Marriott Hotel,C
2869,Which city is called 'Madinat-ul-Auliya' (City of Saints)?,Multan,Sehwan,Ajmer,Pakpattan,A
2870,Kashmir Solidarity Day is celebrated on which date?,on February 5,on March 23,on August 14,on October 27,A
2871,Kalabagh is located in which province?,Punjab,Sindh,KPK,Balochistan,A
2872,"Pakistan's foreign policy is the safeguarding of its sovereignty, security, and _______.",International Relations,External Trade,Territorial integrity,None of these,C
2873,Habba Khatoon was a famous poetess of which language?,Balochi,Pashto,Hindko,Kashmiri,D
2874,Who was the third President of Pakistan:,Ayub Khan,Yahya Khan,Zulfiqar Ali Bhutto,Fazal Elahi Chaudhry,B
2875,Over ______ million people exercised their right to vote in the 2013 general elections.,45.2,46.2,47.2,48.2,B
2876,The length of the Siachen Glacier is ___________.,60 km,76 km,50 km,80 km,B
2877,The National Library of Pakistan' came into existence in __________.,In 1947,In 1951,In 1955,In 1950,B
2878,Baltistan is also called _________.,Little Tibet,Paradise,Beauty of Earth,Land of Fairies,A
2879,CPEC is also called ______ for Pakistan?,Asian Tiger,Game Changer,World Bank,None of these,B
2880,What was the real name of Nawab Viqar-ul-Mulk?,Mushtaq Hussain,Mehdi Ali Khan,Sultan Muhammad Shah,Hassan Bilgrami,A
2881,The author of 'My Life: A Fragment' is __________.,Mohammad Ali Jouhar,K. K. Aziz,Mushir-ul-Hasan,None of these,A
2882,The Cripps Mission reached the Subcontinent in what year?,1942,1943,1944,1945,A
2883,Akbar's Din-i Ilahi was opposed by:,Shah Ismail Shaheed,Sheikh Ahmad Sirhindi,Shah Wali Allah,None of these,B
2884,What is the length of the Ranikot Fort?,"32 km, 20 mi","33 km, 21 mi","31 km, 19 mi","30 km, 18 mi",C
2885,Who was the President of Pakistan after the death of Zia-ul-Haq:,Ghulam Ishaq Khan,Farooq Leghari,Muhammad Rafiq Tarar,None of these,A
2886,_______ operated the Besham terror attack on Chinese citizens from inside Afghanistan.,TTA,ITP,TLA,None of these,A
2887,"Upon ascending the throne, Aurangzeb adopted which title?",Sheikhu,Alamgir,Shah Jahan,Sikander-i-Sani,B
2888,Upon whose threat of a hunger strike did the Indian Government release an installment of 550 million rupees due to Pakistan?,Sardar Patel,M. K. Gandhi,Jawaharlal Nehru,Both A and B,B
2889,"The second-highest mountain in the world, K2, is located in __________.",Gilgit-Baltistan,KPK,FATA,Kashmir,A
2890,Which Mughal king founded the religion 'Din-e-Ilahi'?,Shah Jahan,Akbar,Bahadur Shah Zafar,Iltutmish,B
2891,Who was appointed as the governor of Sindh after the death of Muhammad bin Qasim?,Hajjaj bin Yusuf,Yazid bin Muhallab,Sisakar,Ubaidullah,B
2892,Which Mughal emperor built the Badshahi Masjid?,Shah Jahan,Aurangzeb,Akbar,None of these,B
2893,Balochistan became a province in:,1947,1956,1970,1974,C
2894,Who was the first Governor-General of Pakistan?,Quaid-e-Azam Muhammad Ali Jinnah,Iskander Mirza,Khawaja Nazimuddin,Ghulam Muhammad,A
2895,Which is not a Pakistani actor?,Muhammad Ali,Nawazuddin Siddiqui,Waheed Murad,None of these,A
2896,When the Constitution of 1973 was proclaimed?,"On April 12, 1972","On March 23, 1973","On August 14, 1973",None of these,C
2897,The Planning Board was turned into the Planning Commission in:,in 1950,in 1951,in 1953,in 1955,B
2898,Mahmud's famous expedition where he captured Somnath was his ____ expedition.,1st,16th,17th,10th,B
2899,The first female ambassador of Pakistan to Iran was:,Riffat Masood,Maliha Lodhi,Begum Shahnawaz,None of these,A
2900,What is the birth place of Quaid-e-Azam Muhammad Ali Jinnah?,Bagh-e-Jinnah,Karachi,Wazir Mansion,Mohatta Palace,C
