Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
Solve tan(x) = √3,π/3,2π/3,4π/3,π,A,"tan(π/3) = √3, so x = π/3 is a solution.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(2x) = 1, then x = ?",π/4,π/2,3π/4,π,A,"2x = π/2, hence x = π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(3x) = 0, then x = ?",π/6,π/3,(2n + 1)π/6,π/2,C,"3x = (2n + 1)π/2, so x = (2n + 1)π/6.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve 2cos²(x) - 1 = 0,π/4,3π/4,Both A and B,None of these,C,"cos(2x) = 0, so 2x = π/2 or 3π/2, hence x = π/4 or 3π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(x) + cos(x) = √2,π/4,3π/4,π/2,π,A,"Squaring both sides gives sin(2x) = 1, hence x = π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of cos(x) = -1/2 in [0, 2π] is?",1,2,3,4,B,"cos(x) = -1/2 at x = 2π/3 and 4π/3 in [0, 2π].",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 3tan(x) - 1 = 0, then x = ?",tan^-1(1/3),π/6,π/3,π/2,A,"tan(x) = 1/3, so x = tan^-1(1/3).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve 2sin(x)cos(x) = 1,π/4,π/2,3π/4,π,A,"sin(2x) = 1, hence 2x = π/2, so x = π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = 0 is?,nπ,(2n + 1)π/2,2nπ,(2n - 1)π/2,A,"tan(x) = 0 at x = 0, π, 2π, ... hence x = nπ.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = -1, then x = ?",π,0,2π,3π,A,"cos(π) = -1, so x = π is a solution.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(3x) = 0,nπ/3,(2n + 1)π/3,nπ,(2n - 1)π/3,A,"3x = nπ, hence x = nπ/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin²(x) - sin(x) - 1 = 0, then x = ?",π/2,3π/2,Both A and B,None of these,C,"Factoring gives (2sin(x) + 1)(sin(x) - 1) = 0, so sin(x) = -1/2 or 1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve cos(2x) = 0,(2n + 1)π/4,(2n - 1)π/4,nπ/2,(2n + 1)π/2,A,"2x = (2n + 1)π/2, so x = (2n + 1)π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + sin(2x) = 0, then x = ?",nπ,(2n + 1)π/3,Both A and B,None of these,C,"Using sum-to-product formula, we get 2sin(3x/2)cos(x/2) = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 2 sin(x) + 1 = 0,-π/6,7π/6,-π/3,π/2,A,"Using sin(x) = -1/2, we find x = -π/6 or 7π/6 in the range [-π, π]",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2 cos²(x) - 1 = 0 is,nπ ± π/4,nπ,2nπ ± π/4,2nπ,A,"Using cos(2x) = 0, we get 2x = (2n + 1)π/2, hence x = nπ ± π/4",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = -1/2, then x =",2π/3,π/3,4π/3,Both A and C,D,"cos(x) = -1/2 at x = 2π/3 and 4π/3 in [0, 2π]",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) = sin(π/3), then x =",π/3,2π/3,Both A and B,None of these,C,"sin(x) = sin(π/3) => x = π/3 or 2π/3 in [0, π]",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(2x) = 0 is,(2n + 1)π/4,(2n - 1)π/4,nπ/2,nπ,A,"cos(2x) = 0 => 2x = (2n + 1)π/2, hence x = (2n + 1)π/4",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 1 + tan²(x) = sec²(x),All x,x = 0,x = π/2,No solution,A,"The given equation is an identity, true for all x",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + sin(2x) = 0, then x =",nπ,nπ/3,(2n + 1)π/3,2nπ,C,"Using sum-to-product identity, we simplify to 2 sin(3x/2) cos(x/2) = 0",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(x) = 1 is,2nπ,nπ,(2n + 1)π,(2n - 1)π,A,"cos(x) = 1 at x = 0, 2π, 4π, ... hence x = 2nπ",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(x) = -√3/2,-π/3,4π/3,Both A and B,None of these,C,"sin(x) = -√3/2 at x = -π/3 and 4π/3 in [-π, 2π]",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of tan(x) = -1 is,-π/4,3π/4,Both A and B,None of these,C,"tan(x) = -1 at x = -π/4 and 3π/4 in [-π, π]",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = 0 is,nπ,2nπ,(2n + 1)π/2,(n + 1/2)π,A,"The tangent function equals zero at integer multiples of π, hence the general solution is nπ.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) = 1/2, the general solution is",nπ + (-1)^n π/6,2nπ + π/6,nπ + π/6,2nπ - π/6,A,"Using the general solution formula for sin(x) = sin(a), we get x = nπ + (-1)^n a, where a = π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of sin(x) = 1/2 in [0, 2π] is",1,2,3,4,B,"sin(x) = 1/2 has two solutions in [0, 2π], namely π/6 and 5π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = -1/2, the general solution is",2nπ ± 2π/3,2nπ ± π/3,nπ ± 2π/3,nπ ± π/3,A,"Using the general solution formula for cos(x) = cos(a), we get x = 2nπ ± a, where a = 2π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of tan(x) = 1 in [0, 2π] is",1,2,3,4,B,"tan(x) = 1 has two solutions in [0, 2π], namely π/4 and 5π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) = 0 is,nπ/2,nπ,(2n + 1)π/2,(2n + 1)π/4,A,2x = nπ gives x = nπ/2 as the general solution.,NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + cos(x) = √2, the general solution is",2nπ + π/4,2nπ - π/4,nπ + (-1)^n π/4,nπ + π/4,A,"Dividing by √2, we get sin(x + π/4) = 1, so x + π/4 = 2nπ + π/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of 2sin(x)cos(x) = 1 in [0, 2π] is",1,2,3,4,B,"sin(2x) = 1 has two solutions in [0, 2π], namely π/4 and 5π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) = cos(x), the general solution is",2nπ,2nπ/3,nπ/3,2nπ or 2nπ/3,D,"Using the identity cos(2x) = 2cos²(x) - 1, we simplify to 2cos²(x) - 1 = cos(x), giving cos(x) = 1 or -1/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin²(x) - 3sin(x) + 1 = 0 is,nπ + (-1)^n π/6,nπ + (-1)^n π/2,2nπ + π/2 or nπ + (-1)^n π/6,nπ + (-1)^n π/6 or 2nπ + π/2,C,"Factoring the quadratic equation gives (2sin(x) - 1)(sin(x) - 1) = 0, so sin(x) = 1/2 or 1.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of cos(x) = 1/2 in [0, 2π] is",1,2,3,4,B,"cos(x) = 1/2 has two solutions in [0, 2π], namely π/3 and 5π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) + tan(2x) + tan(3x) = 0 is,nπ/3,nπ/2,nπ,No general solution,C,"Using the tangent sum identity, we simplify the equation to tan(6x) = 0, so 6x = nπ.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of sin(x) = sin(π/3) in [0, 2π] is",1,2,3,4,B,"The equation sin(x) = sin(π/3) has two solutions in [0, 2π], namely π/3 and 2π - π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
