Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
791,Which ethical theory emphasizes the importance of developing virtuous character traits?,Virtue ethics,There is an objective standard of right and wrong that applies to everyone,Morality is determined by the individual's personal preferences and desires,Morality is based on what is convenient or practical in a given situation,A
792,What is greenwashing?,Transforming products to be more ethical,Making a product appear more ethical than it really is,Converting the company to green production methods,none of these,B
793,Negative motivation is vested with the democratic style of leadership.,negative motivation,centralization of authority,decentralization of authority,none of these,C
794,Ethics is:,a part of Science,a part of Philosophy,a part of Psychology,a part of Art,B
795,"According to ____________ hedonism, the pleasure of the individual is the moral standard.",Ethical,Psychological,Egoistic,Altruistic,C
796,"Section 13 (2) (b) of the Press Council Act, 1978, enjoins the Council to build up a Code of Ethics.",Code of Conduct,Code of Ethics,Code of Practice,none of these,A
797,Work ethics lays a moral and meaningful foundation for life.,ethics,integrity,work,none of these,C
798,The principle of non-maleficence requires that we:,The principle of beneficence,Do no harm,The principle of autonomy,The principle of veracity,B
799,Motivation Hygiene theory was developed by Herzberg.,a.h.maslow,douglas mc. gregor,herzberg,none of these,C
800,Assisting suicide is not against the law in:,Involuntary,Non-voluntary,Voluntary euthanasia,Michigan,D
801,Ethics is said to:,give us clear answers as to what is right,give us clear answers as to what is wrong,encourage us to explore different perspectives,None of the above,C
802,Whistle-blowing is defined as conveying information by an employee on an important moral problem to somebody in a position to take actions on the problem.,recipient,agent,internal,none of the these,A
803,Management can be considered as:,exact science,inexact science,pseudo science,b or c,C
804,"Which among the following terms refers to the principles, values, and beliefs which define right and wrong behavior?",Customer satisfaction,Empowerment,Innovation,Ethics,D
805,Periodic ethics audits:,Are required by the Indian stock exchange,A method of fostering ethics,A method of quantitative assessment,Always use external consultants,C
806,"It is important to dress appropriately for work and have good personal hygiene including brushing teeth, wearing deodorant (but not strong perfume or cologne) and having neat hair.",appearance,attendance,attitude,none of these,A
807,The policies and principles through which the behavior of all employees is guided are:,code of ethics,word of ethics,ethical dilemma,None of these,A
808,Which ethical principle requires individuals to treat individuals fairly and equitably?,Autonomy,Beneficence,Justice,Non-maleficence,C
809,"The higher quality pleasure, according to Mill, is:",Bodily pleasure,Intellectual pleasure,Sensual pleasure,Animal pleasure,B
810,Which of the following ethical theories emphasizes the importance of duty and obligation?,Virtue ethics,Utilitarianism,Deontology,Consequentialism,A
811,The following is an alternative to moral principles:,Virtue Ethics,Logic Ethics,Real Ethics,A and C,A
812,"In the opinion of Kant, a right action should satisfy:",Bentham,J. S. Mill,Kant,Herbert Spencer,D
813,"Confidentiality means keeping the information on the employer and clients, as secrets.",privileged information,proprietary information,confidential information,none of the these,B
814,Which of the following best describes the ethical theory of Utilitarianism?,Actions are moral if they follow universal ethical principles,Actions are moral if they promote the greatest good for the greatest number,Actions are moral if they are in line with one's personal beliefs and values,Actions are moral if they are based on one's duties and obligations,B
815,"The concerted efforts in the job should be towards the promotion of the welfare, safety, and health of the public.",advanced expertise,self-regulation,welfare,none of these,C
816,A principle is defined as a principle that promotes well-being or prevents harm.,ethics,principles,virtues,none of these,C
817,What is the branch of ethics concerned with the study of moral principles and values in healthcare?,Deontological,Utilitarian,Virtue ethics,Bioethics,D
818,"""Virtue is Knowledge"" is related with:",Bradley,Kant,Buddha,Mill,C
819,Military type of organization is also called:,informal organization,line organization,line & staff,none of these,D
820,The word mores means:,conduct,customs,character,good,B
821,The following is(are) type(s) of ethics:,Business,Management,Worker,None of these,A
822,____________ is the modern term used to indicate the name of 'good' traditionally.,Principles in life,Communion with God,Value,Free man,C
823,"Kant says: ""There is nothing in the world, or even out of it, that can be called good without qualification, except a ____________.""",GoodWill,Categorical Imperative,Hypothetical Imperative,Law,A
824,A factor that affects ethical and unethical behavior is:,Ethical dilemma,Diversity,Teamwork,Open communication,A
825,____________ is the outer expression of character.,Will,Wish,Desire,Conduct,D
826,Which among the following is NOT a Postulate of Morality?,Freedom of the Will,Immortality of the Soul,Mortality of the Soul,Existence of God,C
827,"A Controller of Examinations can not be held legally responsible, although he is morally responsible.",moral,self,private,none of these,A
828,"Opponents of abortion really want to uphold the right to life of the human being from ____________, irrespective of whether it is conscious or not.",Denmark,America,Conception,Poland,C
829,Which of the following is a characteristic of Feminist ethics?,harm,work,competition,copying,B
830,What are the steps in the Decision-making process?,Orient,Act,Both a and b,None,C
831,You are a person with a high level of integrity if you stand by your values even if others put pressure on you to do something that is wrong or if they make fun of you.,communication,cooperation,honesty,integrity,C
832,"According to consequentialist ethical theories, the rightness or wrongness of an action is determined by:",Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,A
833,Which among the following is the wrong statement?,"Normative sciences seek to determine Norms, Ideals, or Standards",Normative sciences are concerned with actual facts or their laws,Normative sciences are concerned with norms which regulate human life,Normative sciences are not a systematic explanation of the causes and effects of,B
834,"Which ethical theory states that we have a duty to do what is morally right, regardless of the consequences?",Deontological,Utilitarian,Virtue ethics,Egalitarian,A
835,The conservative is insisting that the development from the embryo to the infant is a:,Continuous process,Voluntary euthanasia,Passive euthanasia,Active euthanasia,A
836,"In the United States, small or medium-sized businesses provide over 25 percent of total employment.",25,50,75,100,B
837,"Attitude loyalty is concerned with the attitudes, emotions, and a sense of personal identity.",collegiality,agency loyalty,attitude loyalty,none of the these,D
838,Social Darwinism refers to the position of:,Kant,J. S. Mill,Bentham,Spencer,D
839,The term euthanasia normally implies what kind of termination of life by another at the explicit request of the person who wishes to die?,an intentional termination,a general termination,a slow termination,a good death,A
840,What is the percentage of small businesses that fail within their first five years?,10,25,50,75,C
841,____________ is the proponent of qualitative utilitarianism.,bentham,kant,j.s.mill,none of these,D
842,"Legislatures pass laws, but judges work out what they mean in practice.",judges,judges,court,none of these,C
843,Which ethical principle requires individuals to do no harm?,Autonomy,Beneficence,Justice,Non-maleficence,D
844,"It is always important to respect yourself, others, and the place where you work.",appearance,cooperate,communicate,respect,D
845,Business ethics has a universal application.,liberalists,opponents,feminists,none of these,A
846,The Press Council Act was enacted in the year 1978.,1950,1978,1956,none of these,B
847,Scientific management is the art of knowing exactly what you want men to do and then seeing that how they do it in the best and cheapest way.,general management,scientific management,administration,none of these,C
848,Which ethical principle requires that we treat others as we would like to be treated ourselves?,Beneficence,Non-maleficence,Autonomy,Justice,D
849,"In FMEA method, various parts of components of the systems and their modes are studied.",scenario,exposure,testing,none of the these,A
850,____________ built a 'suicide machine'.,Methods,Consent,Dr. Jack Kevorkian,Illness,C
851,Disqualification of directors may result from breaches under the:,Health and Safety Act,Financial Services Act,Sale of Goods Act,Companies Act,D
852,The management science approach attempts to understand managerial problems and to provide suitable solutions by the application of scientific methodology.,empirical,management science,contingency,operational,A
853,"Under RTI Act, Information means:",any material in any form,"records, documents, memos, emails","reports, papers, samples, models",all of these,B
854,Logic deals with the norm of:,beauty,truth,goodness,conduct,B
855,The autocratic manipulator who makes employees feel like they are part of the decision-making process even though the manager made the decision. Theory X is the name McGregor gives this style.,authoritarian,participative,free rein,none of these,B
856,Withholding or withdrawing certain treatment and letting a patient die is called:,Assisted suicide,Suicide,Passive euthanasia,None of these,C
857,Whether man has reached the highest point of development of his moral consciousness?,Natural,Moral,Rational,Divine,D
858,Who named 'hermic' and 'mnemic' tendencies?,Plato,J.S. Mill,W.S. Gilbert,Aristotle,D
859,Conflict of interest occurs when an employee has more than one interest.,moonlighting,actual conflict of interest,apparent conflict of interest,none of the these,B
860,The ethical principle of respect for persons requires that we:,Act with beneficence,Avoid harm,Respect autonomy,Ensure justice,C
861,Fairness of process is classified as:,descriptive justice,procedural justice,distributive justice,severance justice,B
862,Both Bentham and Mill share the ____________ principle of morality.,pleasure,evolutionist,both (a) and (b),neither (a) nor (b),A
863,Ethical and unethical behaviours are determined by:,the individual,the culture,both the individual and the culture,neither the individual nor the culture,C
864,Peter F. Drucker developed MBO.,henry fayol,rensis likert,michael porter,peter f drucker,D
865,The standards are framed by companies for their in-house use that is:,inspiration,guidance,support to responsible conduct,none of these,A
866,The techniques and tools for organizing and coordinating a group of individuals working towards a common goal is:,performance management,team management,performance appraisal,none of these,B
867,Codes of conduct and codes of ethics:,are formal statements that describe what an organization expects of its employees,become necessary only after a company has been in legal trouble,"are designed for top executives and managers, not regular employees",rarely become an effective component of the ethics and compliance program,A
868,Organizing is the process of identifying and grouping of work to be performed.,organizing,staffing,division of labour,none of these,B
869,The technique which is used in shadow pricing is:,Accounting,Business Ethics,Management,Economics,D
870,"____________ of abortion really want to uphold the right to life of the human being from conception, irrespective of whether it is conscious or not.",Deliberately,Passively,Opponents,None of these,C
871,Strong ____________ means you have a high sense of moral and ethical behavior that earns the respect of others.,Cooperation,Confidence,Attitude,Character,D
872,An important section of a business plan is:,The Financials,The Executive Summary,Management & Organization,Operations,B
873,"According to Fayol, the principles of Management are:",rigid,flexible,a or b,none of these,C
874,"Ideally, the research participant's identity is not known to the researcher. This is called:",Anonymity,Punishment for the rich,Greater access to resources,Equal distribution of property,A
875,Need Hierarchy theory was developed by:,mc gregor,abraham maslow,herzberg,none of these,A
876,"Concerning ""authorship"" in educational research, intellectual ownership is predominantly a function of:",Possession of resources,Ethical obligation,Public image,Violation of profit maximization,B
877,Education is a practical means that corresponds to the ____________ theory of punishment.,Deterrent,Retributive,Reformative,None of these,A
878,"Which ethical principle states that one should always treat others as ends in themselves, rather than merely as means to an end?",The principle of autonomy,The principle of beneficence,The principle of non-maleficence,The principle of respect for persons,B
879,Which ethical theory emphasizes the importance of considering the long-term consequences of our actions?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of justice,A
880,Which among the following is a wrong definition of Ethics?,Ethics is the science of customs and habits of men,Ethics is the science of character and conduct of animals,Ethics is the science of rightness and wrongness of human conduct,Ethics is the science of the highest end or purpose of human life.,B
881,Bentham holds that the only standard of valuation of pleasures is:,Quanlitative,Quantitative,both a and b,neither a nor b,B
882,There are three basic qualities which should guide the work of a good journalist:,"objectivity, impartiality and truthfulness","honesty, loyalty and impartiality","truthfulness, integrity and fairness",none of these,B
883,Which of the following best describes the concept of informed consent?,Beneficence,Justice,Autonomy,Non-maleficence,C
884,Ethics should guide technology towards:,Political justice,Cultural justice,Social justice,None of these,C
885,Laws of all others concerned.,live peacefully,respect for others,be honest,none of these,C
886,Herbert Simon has given the concept of administrative man as the model for decision- making.,a.h.maslow,douglas mc. gregor,herzberg,herbert simon,B
887,Programme is a sequence of activities to be undertaken for implementing the policies and achieving the objectives of an enterprise.,procedures,programme,rule,none of these,D
888,Human rights are defined as moral entitlements that place obligations on other people to treat one with dignity and respect.,discrimination,integrity,humanity,none of the these,C
889,English common law is the customary law of England.,England,France,India,none of these,B
890,Which of the following is a right of each participant according to the AERA?,Deception,Utilitarianism,Freedom to withdraw,Participants have no rights,C
891,The Liberalist argued that ____________ is the morally crucial dividing line between the newborn baby and the fetus.,Dr. Nancy Morrison,Dr. Jack Kevorkian,Birth,Dr. Maccoby,C
892,Which ethical principle states that one should treat others as they would like to be treated?,Beneficence,Non-maleficence,Autonomy,Justice,D
893,Mc Dougall defines 'instinct' as an ____________ psycho physical disposition.,unnatural,inherited,acquired,none of these,B
894,MBO establishes a:,community of interest,centralized organization,rigid organization structure,none of these,A
895,"If the orders, instructions, or directions are delegated to a particular person, then it is known as:",general delegation,specific delegation,written delegation,none of these,D
896,Ethics is the science of:,beauty,truth,conduct,mind,C
897,The essential mark of ____________ is that the whole character or personality is involved in the act.,Willing,Desire,Deliberation,Wish,A
898,"According to J. S. Mill, some pleasures are more desirable on account of:",quantity,quality,appetite,beauty,B
899,"According to Bentham, a pleasure is pure when:",It is free from pain,It is mixed with pain,It gives rise to a number of other pleasures,It is preferable to barren pleasure,A
900,The Deterrent theory of punishment is:,Preventive,Reformative,Educative,all of these,C
901,Which ethical principle emphasizes the importance of respecting individuals' decisions?,Virtue Ethics,Deontology,Utilitarianism,Autonomy,D
902,Patents is a contract between the individual (inventor) and the society (all others).,multinational corporation,non-profit corporation,partnership corporation,none of the these,A
903,Which of the following is not one of the four main principles of medical ethics?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
904,"A holistic approach is a process that allows people to make decisions based on their deeper values which will be economically, socially, and environmentally sound.",holistic approach,ethics management,code of conduct,none of these,C
905,What is the main principle of Deontological ethics?,Objective rules and principles,Individual rights and duties,Consequences of actions,"Intersection of gender, power, and oppression",A
906,What does Marketing do?,Makes customers aware of you,Solicits the sales and completes the orders,Not Delivers your company's message,None of these,A
907,____________ is the Governing Purushartha.,dharma,artha,kama,none of these,A
908,What is meant by 'not the law's business'?,Abortion,Euthanasia,IVF,Embryo banking,A
909,Values related to RIGHT CONDUCT is:,social skills,attention,accuracy,none of these,B
910,What guides all employees?,Build team support,Influence marketing efforts,Guide managers' decisions and actions,None of these,C
911,____________ is the moral end.,Good character,Communion with God,Good knowledge,Morally high life,D
912,Fault tree analysis method uses technology-based deductive logic.,"the product, when it fails, should fail safely","the product, when it fails, can be abandoned safely",both,none of the these,A
913,The introduction of computers in the decision-making process contributed a lot in popularizing the management science approach in management.,empirical,management science,contingency,operational,B
914,What constitutes conduct?,Purpose,Choice,Both a and b,Neither a and b,C
915,Flixborough accident in 1974 in U.K. when certain modifications carried out in the plant led to the leakage and explosion of cyclohexane.,environmental ethics,omputer ethics,business ethics,none of the these,A
916,"""Actions are right/wrong according to their intrinsic nature."" This is the position of:",Bentham,J. S. Mill,Butler,Spencer,C
917,What is it called when the participants are not revealed to anyone but the researcher and staff?,Confidentiality,Description of purpose,Reliability report,List of publications,A
918,Ethics refers to a code that guides an individual while dealing with others.,code,conduct,code of conduct,none of these,C
919,What is the name of the process in which an employee informs another responsible employee in the company about potentially unethical behavior?,Whistle-blowing,Purging and releasing,Identification,none of these,A
920,"According to Kantian ethics, which of the following is the most important factor in determining the morality of an action?",Its consequences,The intent behind the action,The cultural context of the action,The emotional response it elicits,B
921,The collective name for voluntary actions is:,Conduct,Desire,Wish,Good,A
922,IEM stands for:,indian economic management,institute for education in management,indian ethos in management,none of these,B
923,Normative science seeks to determine norms and values.,culture,normative science,value,none of these,B
924,The aim of shared organizational values is to:,Build Team Support,Influence marketing efforts,Guide managers' decisions and actions,None of these,C
925,The second stage of moral development is:,Principled,Conventional,Pre conventional,Both A and C,B
926,Responsibility is the obligation of a subordinate to perform the duty assigned by his superior.,authority,responsibility,division of labour,none of these,A
927,Triple Bottom Line reporting refers to:,"using low, medium, and high estimates for profitability forecasts","measuring the impact of the firm on stockholders, customers, and employees","measuring the social, environmental, and financial performance of the firm",none of these,C
928,Kant accepted ____________ as the final authority in moral life.,pleasure,reason,freedom,pain,B
929,Scalar chain is defined as a chain of superiors ranging from the ultimate authority to the lowest ranks.,structure,scalar chain,both of these,none of these,D
930,Which one is considered a postulate of ethics?,Proof for evil,Proof for God,Existence of God,Mortality,D
931,____________ exactly corresponds to character.,Wish,Desire,Intention,Will,D
932,A document that consists of all ethical standards that an employer expects from employees is classified as:,ethics code,descriptive code,procedural code,distributive code,D
933,"""'Killing is a wrong action forever.' This assertion is based on ____________.""",deontological theory,relative theory,consequentialist theory,none of these,B
934,"Virtues are the moral duties and rights, as a citizen of the village or the country.",work ethics,duty ethics,civic virtue,none of these,A
935,Which legislation relates to the concept of business ethics?,Freedom of Information Act,Food Act,Building regulations,none of these,A
936,Who claim that 'abortion is the deliberate killing of an innocent human being'?,Denmark,America,Michigan,Netherlands,C
937,"Euthanasia as ____________ is when the person killed is capable of consenting to her own death, but does not do so, either because she is not asked, or because she is asked and chooses to go on living.",Denmark,America,Non-voluntary euthanasia,Poland,C
938,Values related to right conduct is:,curiosity,self-help skills,friendship,none of these,D
939,A disadvantage of social responsibility is:,Possession of resources,Ethical obligation,Public image,Violation of profit maximization,D
940,"In any society, everybody is subject to the Rule of Law.",Rule of Law,constitution,moral values,none of these,A
941,Which ethical theory focuses on the consequences of an action?,A set of rules and regulations,A system of moral principles,Utilitarianism,A legal framework,C
942,Who is the advocate of Utilitarianism?,Jermey Bentham,J.S. Mill,Immanual Kant,both a and b,D
943,Decision making is the process of selecting one best alternative from different alternatives.,planning,organizing,decision making,forecasting,B
944,"To live peacefully, one should start installing peace within.",live peacefully,respect for others,be honest,none of these,A
945,What is the purpose of a balanced scorecard?,To measure the contribution of people to business growth,To combine a range of qualitative and quantitative indicators of performance,To relate business performance to customer satisfaction,none of these,A
946,Who is the advocate of qualitative utilitarianism?,J.S.Mill,Jermey Bentham,Immanual Kant,F. H. Bradley,A
947,Which of these is a purpose of shared organizational values?,build team support,influence marketing efforts,guide managers' decisions and actions,none of these,D
948,"According to Need Hierarchy theory, human needs are:",limited,unpredictable,unlimited,none of these,A
949,"According to Kant, what is the main problem with the golden rule?",It depends on desires,Culture to culture,People to people,State to state,A
950,"Respect for others is a basic requirement for nurturing friendship, team work, and for the synergy it promotes and sustains.",virtues,honesty,respect for others,none of these,A
951,Which of the following needs to be obtained when doing research with children?,Assent and consent,Startup stage,Any growth stage,None of these,A
952,A director of a limited company may not be liable for wrongful trading if he or she:,increased the valuation of its inventories to cover any potential shortfall,brought in some expected sales from next year into the current year,took every step to minimise the potential loss to creditors,introduced into the balance sheet an asset based on a valuation of its brands,C
953,Which of the following is an example of a moral dilemma in healthcare?,Bioethics,Metaethics,Normative ethics,Virtue ethics,C
954,Indian Penal Code:,obscenity,sedition,defamation,none of the these,A
955,What is this said when social criteria are applied to investment decisions?,Social responsiveness,Ethical obligation,Social screening,None of these,C
956,Injecting morphine to kill an incurably ill person is a:,practical euthanasia,voluntary euthanasia,passive euthanasia,active euthanasia,D
957,"Service learning refers to learning the service policies, procedures, norms, and conditions, other than 'the technical trade practices'.",work ethics,service learning,integrity,none of these,A
958,A light green approach is:,Market approach,Activist,Legal,None of these,C
959,Ethical hedonism is the view that human beings ____________ seek pleasure.,always do,ought to,shall not,ought not,B
960,Fault tree analysis is the most common method of analysis.,simulation testing,prototype testing,destructive testing,none of the these,A
961,Group norms are standards of behavior that groups expect of their members.,Codes of conduct,Group values,Group norms,Organizational norms,C
962,Who authored 'Appearance and Reality'?,Bradley,Kant,Plato,Descartes,A
963,The relationship between the leader and his group is the same as that of a father and his family in paternalistic leadership.,autocratic,participative,free rein,paternalistic,B
964,Profit maximization is the guiding principle for decision-making in an economics-based view of management.,profit maximization,wealth maximisation,value maximization,none of these,D
965,Agency loyalty is an obligation to fulfill his/her contractual duties to the employer.,collegiality,agency loyalty,attitude loyalty,none of the these,B
966,"A formal organizational structure clearly defines duties, responsibilities, and authority.",formal,informal,natural,none of these,B
967,"In functional type of organization, workers receive instructions from various specialists.",line,functional,informal,none of these,B
968,The four types of social responsibility include:,"legal, philanthropic, economic, and ethical","ethical, moral, social, and economic","philanthropic, justice, economic, and ethical",none of these,C
969,Fraudulent trading may be:,a criminal offense committed only by directors of a limited company,a civil and a criminal offense committed by an employee,a civil and a criminal offense committed only by directors of a limited company,a civil offense committed by an employee,C
970,Switch off life-support machines is related with:,Deliberately,Passive euthanasia,Without intentionally,None of these,B
971,Authority is the right to give orders and the power to exact obedience.,information,orders,money,none of these,C
972,The balance outlook on law in engineering practices stresses the necessity of laws and regulations.,standardization,experimentation,balance outlook on law,competition,B
973,The codes of ethics propagated by professional societies play a variety of roles. They are:,codes of conduct,ethical judgment,standards,ethical principals,C
974,Low morale of the employees because of dissatisfaction and downsizing:,absence of grievance,lack of transparency,poor attitude,lack of promotion,C
975,An example of a whistle-blower whose actions were a form of internal government whistle-blowing is:,Sherron Watkins,Coleen Rowley,Cynthia Cooper,none of these,B
976,A fortress culture can be seen in the military.,fortress,club,baseball,academy,A
977,"The engineer as a savior saves society from poverty, illiteracy, wastage, inefficiency, ill health.",guardian,bureaucratic servant,savior,none of these,C
978,Virtue Theory proposed by:,john locke,a.i. melden's,mac intyre,none of these,A
979,Sidgwick argued that ____________ keeps us impartial in the choice of pleasure.,ego,reason,passion,society,D
980,"""One should ensure one's employment right to privacy"" is a type of:",management,worker union,value,profit,B
981,A personality measure of the strength of a person's convictions is known as:,Locus of control,Ego,Ego Strength,None of these,C
982,Which of the following is NOT an ethical principle of research?,Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,D
