Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2478,Which generation of computer is still under development?,Fourth Generation,Fifth generation,Sixth generation,Seventh generation,B
2479,WMA stands for:,Windows Medium Audio,Windows Media Video,Windows Media Audio,Windows Medium Video,C
2480,Devices used to enter data or information into a computer include:,Keyboard,Mouse,Microphone,All of above,D
2481,You can embed a Microsoft Word table in a slide by:,"Clicking the insert new slide button on the standard toolbar, then double clicking the table",Clicking the insert Microsoft word table button on the formatting toolbar,Clicking the insert Microsoft word table button on the standard toolbar,A and c,D
2482,MS-Access is a program for:,Presentation,Documentation,Calculators,Database,D
2483,Which of the following is a single-user single-tasking operating system?,Ms Dos,Windows,MAC-OS,Both a&c,A
2484,The intersection of a column and a row in a worksheet is called:,Data,Cell,Table,Range,B
2485,The crime that involves and uses ____ is known as cybercrime.,Computer devices,Internet,Both A & B,None of these,C
2486,The first page of a document is called:,Cover page,Text page,Note page,None of these,A
2487,Which is the cheapest memory device?,Flash,CD,Magnetic disk,Magnetic tape,D
2488,The computer cannot boot if it cannot find the:,Loader,Operating system,Assembler,None of these,B
2489,Slide sorter can be accessed through the ____ menu.,Insert,View,Edit,File,B
2490,"In the world of computer science, what is Linux?",A malware,An application program,A firmware,An operating system,D
2491,"'In an e-mail address, the name of the email service provider comes after the _ sign:",&,@,percent,#,B
2492,ANSI stands for:,Asian Narcotics Standards Institute,American National Standards Institute,Asian National Standards Institute,American Narcotics Standards Institute,B
2493,CPU is an example of:,Software,Hardware,Output unit,Program,B
2494,"After choosing a predefined template, the Color scheme option has to be chosen to change a background color in Ms PowerPoint.",Design template,Color scheme,Animation scheme,Color effects,A
2495,Microsoft was founded in:,1970,1972,1975,1981,C
2496,1GB is equal to 1 billion bytes.,1 million bytes,1 trillion bytes,1 billion bytes,None of these,C
2497,What is a slide-title master pair?,The title area and text area of a specific slide,A slide master and title master merged into a single slide,A slide master and title master for a specific design template,All of above,C
2498,The Mac operating system is developed by which company?,Google,Apple,Microsoft,None of these,B
2499,"In MS Word 2007, to extend a selection to the beginning of a paragraph, press:",CTRL + ALT + UP ARROW,ALT + SHIFT + UP ARROW,CTRL + SHIFT + UP ARROW,CTRL + UP ARROW,C
2500,"In MS Excel, we added ______ before a fraction to get not a date.",space,comma,asterisk,None of these,A
2501,Why are Drop Caps used in a document?,To drop all the capital letters,To automatically begin each paragraph with a capital letter,To begin a paragraph with a large dropped initial capital letter,None of these,C
2502,File Management is responsibility of:,Task Manager,BIOS,ROM,Operating system,D
2503,"What is the use of the ""All Caps"" feature in Microsoft Word?",It changes all selected text into Capital Letter,It adds captions for the selected Image,It shows all the image captions,None of these,A
2504,"In MS Excel, which function automatically totals a column or row of values?",Total,ADD,SUM,AVG,C
2505,"After typing header text, how can you quickly enter footer text?",Click on Switch between Header & Footer then type the text,Press the PageDown key and type the text for the footer,Both of above,None of above,A
2506,What is the extension of files created in Ms-Word 97-2003?,Dot,Doc,Dom,Txt,B
2507,What is the shortcut key for a manual line break in MS Word?,Ctrl+Enter,Shift+Enter,Alt+Enter,None of these,B
2508,"In Ms Word, which of the following options is not available in Insert >> Picture?",Chart,Graph,Wordart,Clipart,B
2509,Which file format can be added to a PowerPoint show?,.jpg,.giv,.wav,All of above,D
2510,The output shown on a computer monitor is called:,Hard copy,Soft copy,Print copy,None of these,B
2511,What is Fisheye degree view?,90 Degree,180 Degree,360 Degree,None of above,B
2512,Which of the following languages is more suited to a structured program?,PL/1,FORTRAN,BASIC,PASCAL,D
2513,We can open the MS Word file by typing ______ in the run dialogue box.,Winword.exe,word.docx,Word.exe,None of these,A
2514,UPS stands for:,Under Panel Storage,Uninterruptible Power Supply,Universal Product Support,Uniform Power Storage,B
2515,The body of email shown by:,Subject,Attachment,Signature,Salutation,C
2516,Arrangement of data in a logical sequence is known as:,Sorting,Classifying,Reproducing,Summarizing,A
2517,Which shortcut key is used to save a PowerPoint presentation?,Ctrl + S,Ctrl + P,Ctrl + N,Ctrl + M,A
2518,"In Ms Word, the AutoCorrect was originally designed to replace misspelled words as you type.",Grammatically incorrect,"Short, repetitive",Misspelled,None of the above,C
2519,The shortcut key to create a New Folder on a Windows PC is:,Ctrl+N,Ctrl+Alt+N,Ctrl+Shift+N,None,C
2520,Which software is used to open web pages?,Search engines,HTTP,Browser,None of these,C
2521,"In MS Word 2007, to extend a selection to the end of a word, press the keys from the keyboard.",CTRL + ALT + LEFT ARROW,CTRL + SHIFT + RIGHT ARROW,ALT + CTRL + RIGHT ARROW,ALT + RIGHT ARROW,B
2522,Which of the following function key activates the speller in Ms Word?,F5,F7,F9,Shift+F7,B
2523,Which key is used to copy the formula from the above cell:,Ctrl+',Ctr+;,Ctrl+:,None of these,A
2524,Which of the following statements is true about Minicomputers and Microcomputers?,Minicomputer works faster than Microcomputer,Microcomputer works faster than Minicomputer,Speed of both the computers is the same,The speeds of both these computers cannot be compared with the speed of,A
2525,On-line real-time systems become popular in the third generation.,First-generation computer,Second-generation computer,Third-generation computer,Fourth-generation computer,C
2526,What does EXT indicator on the status bar of Microsoft Word indicate?,It indicates whether the external text is pasted on a document or not,It indicates whether extended add-ons are installed on MS Word or not,It indicates whether Extended Selection mode is turned on or off,None of these,C
2527,"""Ctrl + Backspace"" is used in Microsoft Word to:",Delete the single letter just before the cursor,Delete the single letter just after the cursor,Delete the word just before the cursor,Delete the word just after the cursor,C
2528,Which of the following options is provided by the Office Button?,Open,Save,Print,All of the above,D
2529,"In Windows XP, what does 'XP' stand for?",EXpensive,EXplore,EXperience,EXtra Power,C
2530,The Home Keyboard Key is used in Microsoft Word to:,Moves the cursor to the beginning of the document,Moves the cursor to the beginning of the paragraph,Moves the cursor to the beginning of the screen,Moves the cursor to the beginning of the line,D
2531,"A compact disc that can be written, read many times, erased and written again is called:",CD-ROM,CD-RW,CDO,CAD,B
2532,Which of the following registers is used to keep track of the address of the memory location where the next instruction is located?,Program Counter,Memory Data Register,Instruction Register,Memory Address Register,A
2533,A procedural language is a 3rd generation language.,1st,2nd,3rd,4th,C
2534,"What feature enables drawing decorative text with graphics effects such as skewing, shadowing, rotating, and stretching in a variety of shapes and colors with three- dimensional effects in an MS Word document?",Font effects,Clip Art,WordArt,SmartArt,C
2535,Ctrl + E Shortcut key is used in Ms Word to:,Exit Application,Select All,Clear All,Align Center,D
2536,"A detailed written description of the programming cycle and the program, along with the test results and a printout of the program is called:",Documentation,Output,Reporting,Spec sheets,A
2537,What is the function of the Recycle Bin?,Store deleted file,Store corrupt file,Store temporary file,Store document file,A
2538,The data in a database at a particular point of time is called as:,Intention,Extension,Back up,Application,B
2539,The word processing feature that catches most random typographical errors and misspellings is known as what?,Grammar checker,Spell Checker,Word Checker,None of the above,B
2540,How many ways can you save a document?,3,4,5,6,A
2541,"In MS Excel, the command used to combine/merge consecutively selected cells and center align is:",Combine & Center,Merge & Center,Merge Cells,Combine,B
2542,What was the first network that provides the basis for the internet?,ARAPANET,AAPARANET,ARPANET,PARA NET,C
2543,The Microsoft Office suite spreadsheet program is _______.,MS Word,MS Excel,MS PowerPoint,None of these,B
2544,"If one ____ a program, it is hidden on the taskbar.",Minimize,Close,Maximize,None of these,A
2545,An analog computer works on the supply of:,Physical strength,Natural strength,Magnetic strength,Continuous electrical pulses,D
2546,Which of the following is not a paper size?,Legal,Executive,Landscape,A3,C
2547,Ctrl + R Shortcut is used in Microsoft Word to:,Re-Open the last closed document,Re-Print the last printed page,Re-Apply the last paragraph formatting,Right-align the selected Paragraph,D
2548,"An operating system is a set of programs designed to manage the resources of a computer, including starting the computer, managing programs, managing memory, and coordinating tasks between input and output devices.",Application suite,Compiler,Input/output system,Operating system,D
2549,The diameter of a Compact Disk is:,10 cm,11 cm,12 cm,None of these,C
2550,Who invented the World Wide Web (WWW) with Robert Cailliau?,Laszlo Nestorov,Tom Burns,Tim Berners-Lee,Fred Zuckerberg,C
2551,The shortcut key to close a selected window is:,Alt + F4,Ctrl + F4,Alt + F5,Alt + F3,A
2552,"What is the shortcut key for ""Clear All Formatting"" of the selected text?",CTRL+Spacebar,CTRL+Delete,CTRL+Enter,Shift+F3,A
2553,The effect applied to a display when slides change in a slide show view is:,Custom Animation,Slide Animation,Slide Transition,Custom Transition,C
2554,Which of the following should you use if you want all the slides in the presentation to have the same look?,The slide layout option,The add a slide option,Outline view,A presentation design template,D
2555,What is the shortcut key for paragraph break:,Ctrl+Enter,Shift+Enter,Ctrl+Shift+Enter,Alt+Enter,B
2556,"In MS Excel, what is a function inside another function called?",Nested,Round,Switch,None of these,A
2557,The Advance dialogue box is the same as,Open,Find,Search,Replace,D
2558,"In MS Access, which of the following data types allows alphanumeric characters and special symbols?",Text,Memo,AutoNumber,None of these,A
2559,Which type of computer program would be used to design an invitation card?,Word processing,Simulation,Desktop publishing,Virtual reality,C
2560,Which of the following will not enter data in a cell?,Pressing the Esc key,Pressing the Tab Key,Both of these,None of above,A
2561,"If we do not want to delete an email permanently, what should we do to remove it from the inbox?",Mark it as spam,Move it to trash,Archive it,Forward it,C
2562,What type of operating system is MS-DOS?,Command Line Interface,Graphical User Interface,Multitasking,Menu Driven Interface,A
2563,How do you open a presentation in PowerPoint?,Ctrl + K,Ctrl + O,Ctrl+ A,None of these,B
2564,From where can you access the Save command in Microsoft Word?,Home tab,Insert tab,Review tab,None of above,D
2565,What is the main difference between a mainframe and a supercomputer?,Supercomputer is much larger than mainframe computers,Supercomputers are much smaller than mainframe computers,"Supercomputers are focused to execute a few programs as fast as possible, while a mainframe uses its power to execute as many programs concurrently",Supercomputers are focused to execute as many programs as possible while a,A
2566,Which tab is not available on the left panel when you open a presentation in Powerpoint?,Outline,Slides,Notes,All of above are available,C
2567,"In Ms PowerPoint, Ellipse Motion is a predefined:",Design template,Color scheme,Animation scheme,None of these,C
2568,A file which contains ready-made styles that can be used for a presentation is called?,Auto style,Wizard,Template,Pre formatting,C
2569,Which one is the spreadsheet application that comes with the MS Office software group?,MS WORD,MS EXCEL,MS POWERPOINT,MS ACCESS,B
2570,Formulas in Excel start with,'=,%,#ERROR!,!,A
2571,A feature of MS Word that saves the document automatically after a certain interval is available on:,Save tab on Options dialog box,Save As dialog box,Both of above,None of above,A
2572,Which alignment choice spreads the data across the width of the cell?,Center,Distributed,Justify,Indent,B
2573,"In the memory hierarchy, the fastest memory is:",Cache,SRAM,Registers,DRAM,C
2574,The operating system is like a:,Government,Police,Parliament,All of above,A
2575,Portrait and Landscape are:,Page Orientation,Paper Size,Page Layout,All of the above,A
2576,"In MS Word, what is the maximum scale percentage available in the scale drop-down box?",400,100,150,500,D
2577,"On the works cited page, list works by each author's last name and underline or italicize the title of the work.",Italicize or underline,Boldface or italicize,Underline or boldface,Enlarge or underline,A
2578,Ctrl + X Shortcut is used in Microsoft Word to:,Close Document,Close Word Application,Cut the Selected Contents,Copy the Selected Contents,C
2579,ARP stands for:,Address resolution protocol,Allied resolution protocol,Address resolution process,Address rectification protocol,A
2580,When did John Napier develop logarithms?,1416,1614,1641,1804,B
2581,"In a computer spreadsheet, SUM, AVERAGE, MIN and MAX are examples of:",Calculations,Formulas,Functions,Relative addressing,C
2582,Which protocol provides e-mail facility among different hosts?,SMTP,FTP,Telnet,None of these,A
2583,Which value remains unchanged in MS Excel:,Constant,Function,Variable,None of these,A
2584,What is a motion path in Powerpoint?,A type of animation entrance effect,A method of advancing slides,A method of moving items on a slide,All of the above,C
2585,"In Excel, we add _____ before a fraction for it not to enter as a date.",&,Space,$,None of these,B
2586,Which PowerPoint feature allows the user to create a simple presentation quickly?,AutoContent Wizard,Transition Wizard,Chart Wizard,Animations,A
2587,"Small squares, called sizing handles, on the selection rectangle that surrounds a graphic can be used to change the dimensions of the graphics in Ms Word.",Scroll boxes,Sizing handles,Status indicators,Move handles,B
2588,The arranging of data in a logical sequence is called:,Classifying,Sorting,Summarizing,Reproducing,B
2589,The most fundamental unit of information in a digital system is:,Bit,Byte,Kilobyte,Gigabyte,A
2590,"To view the left or right side of the page when content exceeds window width in a document in MS Word, which scroll bar should be utilized?",Horizontal scroll bar,Vertical scroll bar,Left margin scroll bar,None of these,A
2591,Codes consisting of lines of varying widths or lengths that are computer-readable are known as:,An ASCII code,A magnetic tape,An OCR scanner,A bar code,D
2592,A cell in MS Excel is activated by:,Pressing the Tab Key,Clicking the cell,Pressing an arrow key,All of these,D
2593,Ctrl + Page Down Shortcut key is used in MS Word to:,Moves the cursor one Page Down,Moves the cursor one Paragraph Down,Moves the cursor one Line Down,Moves the cursor one Screen Down,A
2594,Micro computers are also called personal computers.,Super Computers,Mini Computers,Micro Computers,Mainframe Computers,C
2595,The default Font Size In MS Office 2007 is:,12 ppt,11 ppt,13 ppt,14 ppt,B
2596,"In Ms Word, a character that is raised and smaller above the baseline is known as a:",Superscript,Raised,Outline,Subscript,A
2597,"In a database table, what does a column represent?",Attribute,Index,Entity,Relation,A
2598,Data is permanently stored in:,RAM,Hard disk,Buses,Cache memory,B
2599,A .PPT file executes MS PowerPoint.,Powerpnt.exe,MSPPT.exe,PPT.exe,None of these,C
2600,"In IT, associative memory is called as:",Virtual memory,Cache memory,Content Addressable Memory,Main memory,C
2601,Which of the following controls the process of interaction between the user and the operating system?,User interface,Language translator,Platform,Screen saver,A
2602,The act of retrieving existing data from memory is called:,Read out,Read from,Read,All of these,D
2603,What is the extension of a PowerPoint presentation file?,.pp,.xls,.ptb,None of these,D
2604,Microsoft word is application software.,Application,Compiler,System,Programming,A
2605,Which device is required for an Internet connection?,Joystick,Modem,CD Drive,NIC Card,B
2606,"In MS Word 2010, to use the Spelling and Grammar option, one has to click on the Review tab and within the Proofing group, click on 'Spelling & Grammar'.","Design, Tracking","Review, Proofing","Review, Compare","View, Language",B
2607,Which of the following types of memory improves processing by acting as a temporary high-speed holding area between the memory and the CPU?,RAM,ROM,EPROM,Cache Memory,D
2608,The memory unit is one part of the Central Processing Unit.,Input device,Control unit,Output device,Central Processing Unit,D
2609,Ctrl+Left Arrow is used to:,Moves the cursor beginning of the Line,Moves the cursor one paragraph up,Moves the cursor one word left,Moves the cursor one paragraph down,C
2610,Microsoft Windows is the great invention of:,Charles Ranlett Flint,Paul Allen,Bill Gates,Both B & C,D
2611,What is the default left margin in Word 2003 document?,1,1.25,1.5,2,B
2612,Which key is used for right alignment in MS Word:,CTRL+R,CTRL+M,CTRL+L,None of these,A
2613,Who is the father of the personal computer?,Henry Edward Roberts,Allen Turing,Charles Babbage,None of these,A
2614,The Hyperlink shortcut key is:,CTRL+K,CTRL+L,CTRL+A,SHIFT + K,A
2615,How do you remove all character formats in MS Word?,Shift + Spacebar,Shift + Enter,Ctrl + Spacebar,Ctrl + Enter,C
2616,Coded entries which are used to gain access to a computer system are called:,Entry codes,Passwords,Security commands,Code words,B
2617,Phishing scams are attempts by individuals to obtain confidential information from you by falsifying their identity.,Computer viruses,Phishing trips,Phishing scams,Spyware scams,C
2618,The Slide Sorter of PowerPoint is available on the ______ menu.,Insert,View,File,None of these,B
2619,Which of the following can be used to navigate documents?,Frames,Hyperlinks,Web toolbar,All of the above,B
2620,A program that acts as an intermediary between a user of a computer and the computer hardware is an:,Utility Software,Computer Software,Operating System,Application Software,C
2621,"A small, high-speed memory inside CPU is:",Register,RAM,Cache,ROM,C
2622,CAD stands for _______________.,Computer analogue design,Computer application design,Computer aided design,Computer algorithm design,C
2623,"In MS Word, headers and footers are typically inserted:",On the front page only,On the last page only,On every page,None of these,C
2624,MS Excel displays the address of the active cell in the:,Name Box,Status bar,Toolbar,Menu bar,A
2625,Beginning a paragraph with a large dropped initial capital letter is called:,Title case,Drop cap,All caps,None of these,B
2626,"""MAN"" stands for:",Maximum Area Network,Minimum Area Network,Main Area Network,Metropolitan Area Network,D
2627,Which of these keys is used to view the slideshow in MS PowerPoint:,F11,F6,F8,F5,D
2628,"The binary system is comprised of the values 1 and 0, where 0 means:",On,Off,Start,Low,B
2629,Which allows access from one cell to another:,Address,Formulas,Values,None of these,A
2630,In MS Excel to delete duplicate values which menu is used:,Data,Tools,Formatting,Layout,A
2631,VLSI stands for:,Very Large Scale Immunisation,Very Large Scale Integration,Very Large Scale Industry,Very Low Scale Immunisation,B
2632,ICT stands for:,Information and Communication Technology,Information and Computer Technology,Inter-Connected Technology,Information and Common Technology,A
2633,A Touch Screen is:,Input,Output,Both a and b,None of these,C
2634,You want to insert a paragraph of text from one document into another document while still keeping it in the first document. You will do it by doing the following:,Cut and paste,Copy and paste,Delete and paste,Insert and paste,B
2635,Which key is used to create a chart in MS Excel?,F6,F1,F11,None of these,C
2636,____ is the set of instructions given to the computer to perform a specific task.,Monitor,Hardware,Software,Printer,C
2637,The Internet was first developed in:,1950s,1960s,1970s,1980s,B
2638,"To move between the worksheets in a workbook in MS Excel, we can use which of the following shortcuts?",Alt + =,Ctrl + F9,Ctrl + Tab,Ctrl + Page up,D
2639,Which key is used to move the cursor one word right?,Ctrl+Right Arrow,Ctrl+Left Arrow,Ctrl+Shift+Right Arrow,None of these,A
2640,"In PowerPoint, the objects on the slide used to hold the text are called as:",Text holders,Textbook,Placeholders,None of these,C
2641,A user-interface that is easy to use is considered to be:,User happy,User-friendly,User simple,None of these,B
2642,The shortcut key to paste copied text is:,Ctrl + V,Ctrl + B,Ctrl + O,Ctrl + N,A
2643,Times New Roman is an example of ______?,Text,Alignment,Font,Ruler,C
2644,"Audio, video, and PDF files can be sent through?",Gmail,Yahoo,WhatsApp,All of these,D
2645,The protect document option can be found in the Review tab of the Ribbon.,Review,Insert,References,Edit,A
2646,The circular device used for storage is often referred to as a:,Motherboard,Disk,RAM,ROM,B
2647,Which key is pressed to enter the data in a cell in Excel?,Enter,Shift,Space,None of these,A
2648,What does a VLOOKUP function do?,Increases the font of text,Prints the content of an Excel sheet,Searches for a value in the column,Detects a value in the column,C
2649,Ms Word includes a series of predefined graphics called Clip Art that can be inserted into a Word document.,Clip art,Hyperlinks,Captions,Bookmarks,A
2650,"In IT networking, which of the following devices is used in the physical layer?",Repeater,Router,Transport Gateway,Bridge,A
2651,'Which is the full form of Wi-Fi?,Wireless Fidelity,Wired Fidelity,Wireless Focus,Wireless Field,A
2652,"In the context of animations, what is a trigger in Microsoft PowerPoint?",An action button that advances to the next slide,An item on the slide that performs an action when clicked,The name of a motion path,All of above,B
2653,Which operation can't be performed by a Queue?,Insertion,Deletion,Retrieving,Traversing,D
2654,The first web browser is:,Nexus,Netscape,Internet explorer,Collabra,A
2655,"In MS-Word, what is added to the right of the paragraph?",Comment,Note,Header,None of these,A
2656,We can start MS Word by typing ____ in the Run Dialogue box.,winword.exe,word.exe,msword.exe,None of these,A
2657,The process of loading and fixing or bypassing errors in computer program code is called:,Debugging,Defusing,Defragmenting,Defrosting,A
2658,"In MS Excel 2016, we can go to cell A1 by pressing:",Ctrl + Home,Home,Shift + Home,Alt + Home,A
2659,Which tab is not available on the left panel when you open a presentation in PowerPoint?,Slides,Notes,Outline,None of these,B
2660,"To move a selected paragraph up, use the key combination:",Alt + Shift + Down arrow,Alt + Shift + Up arrow,Alt + Shift + Arrow,None of these,B
2661,What is the name of a memory buffer used to accommodate a speed differential?,Cache,Stack Pointer,Accumulator,Disc (SSC CG),A
2662,"Which of the following components has input, output, and storage capabilities?",Software,Hardware,Firmware,All of these,B
2663,"'ALU is a component of a processor, which consists of:",AU (Arithmetic Unit),LU (Logic Unit),Both A and B,None of these,C
2664,Which statement about the Internet is true?,The Internet is a worldwide global system of interconnected computer networks.,The Internet uses the standard Internet protocol TCP/IP.,Both (A) and (B),None of these,C
2665,8 Bits make up a:,Byte,Megabyte,Kilo Byte,None,A
2666,What computer virus holds the record for being the most widespread computer virus?,I Love You,Nimdad,Melllisa,Chrismas,A
2667,What is the maximum angle you can rotate text within a cell in MS Excel?,90,180,270,360,A
2668,The bar used to display the current cell and its contents is:,Menu bar,Function bar,Formula bar,Object bar,C
2669,A feature that automatically corrects common spelling errors is called:,AutoCorrect,AutoText,Smart Tags,None of these,A
2670,"In PowerPoint, the Header and Footer button can be found on the Insert tab in which group?",Text group,Object group,Tables group,Illustrations group,A
2671,"In MS Word 2016, the 'Cover Page' option is available in:",Home,Insert,Design,Layout,B
2672,Common methods of Internet access by users include:,Broadband over coaxial cable,Fiber optics or copper wires,Wi-Fi,All of these,D
2673,How will Microsoft Word respond to a repeated word?,A Red wavy line under the repeated word,A Green wavy line under the repeated word,A Blue wavy line under the repeated word,None of these,A
2674,A high-quality CAD system uses which of the following for printing drawings and graphs?,Line printer,Digital Plotter,Dot matrix printer,None of these,B
2675,Which of the following is not valid version of MS Office:,Office 2007,Office 2016,Office 365,Office Vista,D
2676,Page Down Keyboard Key is used in Microsoft Word to:,Moves the cursor one line down,Moves the cursor one page down,Moves the cursor one screen down,Moves the cursor one paragraph down,C
2677,"In Excel, a Data Series is defined as what?",A type of chart,A cell reference,A collection of related data,Division of results,C
2678,"In order to tell Excel that we are entering a formula in a cell, we must begin with an operator such as:",@,+,=,$,C
2679,A printer is an:,Input device,Output device,Software,None,B
2680,The Asia-Pacific Economic Cooperation (APEC) is a regional economic forum established in:,1981,1989,1991,1995,B
2681,Who was the World's first Computer Programmer?,Niklaus Wirth,Ada Lovelace,Bill Gates,Dennis Ritchie,B
2682,Which function is used to display the current date and time in a cell?,Today,Now,Day,Current,B
2683,Forms that are used to organize business data into rows and columns are called:,Transaction sheets,Registers,Business forms,Spread sheets,D
2684,Which key is used for help in Word?,F1,F2,F3,F4,A
2685,"Which option in Microsoft Excel will help you arrange, summarize and group large sets of data?",Illustrations,Pivot table,Sparkline,Filter,B
2686,How many columns can you insert in a word document in maximum?,35,45,55,63,D
2687,"Unwanted repetitious messages, such as unsolicited bulk e-mail is known as:",Spam,Cash,Calibri,Courier,A
2688,CTRL+B is used for:,Cut,Bold,Paste,Redo,B
2689,One of the popular mass storage device is a CD ROM. What does CD ROM stand for?,Compactable Read Only Memory,Compact Data Read Only Memory,Compactable Disk Read Only Memory,Compact Disk Read Only Memory,D
2690,"In mathematics, a solution to an equation that emerges from the process of solving the problem but is not a valid solution to the problem is called an ____ solution:",Homogeneous,Heterogeneous,Extraneous,Identical,C
2691,Amazon' is a best example of a/an ____ site.,E-Commerce,Social Networking,Blogging,Entertainment,A
2692,"In Microsoft Word, the shortcut SHIFT+DELETE is used to:",Delete the selected item permanently without placing the item in the Recycle Bin,Copy the selected item,Rename the selected item,Create a shortcut to the selected item,A
2693,Objects on the slide that hold text are called:,Place Holder,Object Holder,Auto layout,Text Holder,A
2694,"How much data can a single layer, single-sided DVD store?",4.7 GB,14.7 GB,24.7 GB,34.7 GB,A
2695,Who invented the Java programming language?,Dennis Ritchie,Linus Torvalds,James Gosling,Bajarnae,C
2696,Every web page has a unique address called:,HTTP,URL,HTML,DNS,B
2697,Which menu/group will we use if we want to change the typeface of selected text:,Edit,View,Format,Tools,C
2698,"For spreadsheets, which software is used?",MS Word,MS Excel,MS PowerPoint,MS Access,B
2699,The computer Mouse was invented by ________ in 1964.,Douglas Engelbart,Herman Hollerith,Bill Gates,Allan Shogart,A
2700,Which function can be used to calculate the monthly mortgage payment:,PMT,PV,MORT,None of these,A
2701,"To view the left side of the page in a document in MS Word when the content is wider than the window, which scroll bar should be utilized?",Horizontal Scroll Bar,Left Margin Scroll Bar,Vertical Scroll Bar,None of these,A
2702,The shortcut to insert a new slide in the current presentation is:,Ctrl+M,Ctrl+N,Ctrl+O,Ctrl+D,A
2703,What is a gutter margin in Ms Word?,A margin that is added to the left margin when printing,A margin that is added to the right margin when printing,A margin that is added to the binding side of the page when printing,A margin that is added to the outside of the page when printing,C
2704,"In the email dialogue box, Bcc is used for writing the:",Subject,Email Address,Phone Numbers,Names,B
2705,What is the full form of G-mail?,Gold Mail,Great Mail,Grooming Mail,Google Mail,D
2706,A hybrid computer:,Resembles a digital computer,Resembles an analogue computer,Resembles both a digital and an analogue computer,None of these,C
2707,"To view headers and footers in Ms Word, you must switch to:",Normal view,Print layout view,Print preview mode,Both B and C,D
2708,Reusable optical storage will typically have the acronym:,CD,DVD,ROM,RW,D
2709,Getting data from a cell located in a different sheet is called:,Accessing,Cell Referencing,Updating,Functioning,B
2710,"If we want to open the home page of a merchant website, we use a:",Search engine,Web Browser,Email client,Media player,B
2711,An email account consists of two parts: one is the username and the other is the:,Host name,Password,Domain name,None of these,C
2712,An Excel workbook is a collection of:,Worksheets,Charts,Both A & B,None of these,A
2713,What type of printers are Dot Matrix Printers?,Impact Printer,Laser Printer,Inkjet Printer,Drum Printer,A
2714,We can insert a page number in Microsoft Word at:,Header,Margin,Macros,None of these,A
2715,DSL stands for:,Disc Super Line,Digital Subscriber Line,Digital Super Line,Disc Subscriber Line,B
2716,Common use of computer in office is for:,Distributed,Data,Word Processing,None of these,C
2717,"A light-sensitive device that converts drawing, printed text, or other images into digital form is ____:",Keyboard,Scanner,OMR,None of these,A
2718,Why is it unethical to share copyrighted files with your friends?,"It is not unethical, because it is legal",It is unethical because the files are being given for free,Sharing copyrighted files without permission breaks copyright laws,It is not unethical because the files are being given for free,C
2719,Which of the following is an input device?,Keyboard,Printer,Speaker,None of these,A
2720,"What is the name given to those applications that combine text, sound, graphics, motion video, and/or animation?",Motionware,Anigraphics,Videoscapes,Multimedia,D
2721,Which type of computers are used in small organizations for specific tasks?,Minicomputer,Microcomputer,Mainframe computer,None of these,B
2722,What is the default number of lines to drop for a drop cap?,3,10,15,20,A
2723,The default language of Microsoft Word is:,USA English,UK English,Canadian English,Australian English,A
2724,Who pioneered the development of modern computers?,Douglas Engelbart,Steve Jobs,Bill Gates,None of these,A
2725,The smallest unit of data in a computer is:,Bit,Kilobit,Terabyte,Byte,A
2726,Which algorithm is used to decide the path to transfer the packets from source to destination?,Routing,Selecting,Pathing,Directing,A
2727,Which of the following is NOT one of the four major data processing functions of a computer?,Gathering data,Processing data into information,Analyzing the data or information,Storing the data or information,C
2728,"In MS Excel 2016, a window can be split into two parts by which of the following options?",Format > Window,Developer > Window > Split,Page Layout > Split,View > Window > Split,D
2729,Which button is used for the Print Screen function?,F1,PrtScn,Ctrl,Alt,B
2730,"In Excel, to create a formula, you typically first ______.",Select the cell you want to place the formula into,Type the equals sign (=) to tell Excel that you're about to enter a formula,Enter the formula using any input values and the appropriate mathematical operators that make up your formula,Press the Enter key to complete the formula entry,B
2731,"To select all of the boxes of an organization chart in Ms PowerPoint, you can:",Clicking and edit and select all,Right-click the chart background and then click select all,Press and hold the SHIFT key and click each box,All of above,D
2732,WINDOWS stands for:,Wide interactive Network Development for Office work solution,World interactive Network Development for Office work solution,Wide internet Network Development for Office work solution,Wide interact Network Development for Office work solution,A
2733,Background color or effects applied to a document are not visible in:,Reading View,Print Layout view,Web layout view,Print Preview,D
2734,WAN stands for:,Wide Area Network,Wide Array Network,Wireless Area Network,None of these,A
2735,Which tab is used to change the page orientation from landscape to portrait in Microsoft Word?,Page Layout,Insert,Home,View,A
2736,The circular divisions of disks to store and retrieve data are known as:,Tracks,Sectors,Cycles,Rings,A
2737,In which language is the source program written?,English,Symbolic,High level,None of these,C
2738,"In power point, the header and footer button can be found on the insert tab in which group?",Illustrations group,Object group,Text group,Tables group,C
2739,A combination of 4 bits is called a:,Byte,Nibble,Giga byte,Mega byte,B
2740,Which of the following displays the contents of the active cell in MS Excel?,Active cell,Formula bar,Title bar,Name box,B
2741,A hybrid computer _____.,Resembles digital computer,Resembles analogue computer,Resembles both a digital and analogue computer,None of these,C
2742,The digital computer was invented by:,John Vincent Atanasoff,Steve Jobs,Charles babbage,James watson,A
2743,Which of the following devices can be used to directly image printed text?,OCR,OMR,MICR,All of the above,A
2744,To display the contents of a folder in Windows Explorer you should:,Click on it,Collapse it,Name it,Give it a password,A
2745,Which key is used for print preview?,CTRL+F1,CTRL+F2,CTRL+F9,None of these,B
