Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
Resolve (3x + 2) / (x² + 2x + 1) into partial fractions.,3 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,3 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,A,"Using partial fraction decomposition for repeated linear factors, we equate coefficients.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x³ + x) into partial fractions.,1 / x + (-x + 1) / (x² + 1),1 / x + (x + 1) / (x² + 1),1 / x + (-x - 1) / (x² + 1),1 / x + (x - 1) / (x² + 1),A,"Factor the denominator to x(x² + 1), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x + 1)(x + 2) into partial fractions.,1 / (x + 1) + 1 / (x + 2),-1 / (x + 1) + 3 / (x + 2),2 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 1 / (x + 2) (2),B,"Using partial fraction decomposition: (2x + 3) / (x + 1)(x + 2) = A / (x + 1) + B / (x + 2), then solving for A and B.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of x / (x² - 4) is,1 / 4(x - 2) + 1 / 4(x + 2),1 / 4(x - 2) - 1 / 4(x + 2),x / (x - 2)(x + 2),1 / (x - 2) - 1 / (x + 2),B,"Decomposing into partial fractions: x / (x² - 4) = A / (x - 2) + B / (x + 2), then A = 1/4, B = -1/4.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 1) / (x + 1)(x² + 2x + 1) into partial fractions.,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 2 / (x + 1)²,1 - 1 / (x + 1) + 1 / (x + 1)²,D,Using partial fraction decomposition: (x² + 1) / (x + 1)³ = A / (x + 1) + B / (x + 1)² + C / (x + 1)³.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The decomposition of 1 / x(x + 1)² is,1 / x - 1 / (x + 1) + 1 / (x + 1)²,1 / x + 1 / (x + 1) - 1 / (x + 1)²,1 / x - 1 / (x + 1) - 1 / (x + 1)²,-1 / x + 1 / (x + 1) + 1 / (x + 1)²,A,Using partial fraction decomposition for repeated linear factors: 1 / x(x + 1)² = A / x + B / (x + 1) + C / (x + 1)².,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x - 1)(x + 2) into partial fractions.,2 / 3(x - 1) + 1 / 3(x + 2),1 / 3(x - 1) + 2 / 3(x + 2),2 / (x - 1) - 1 / (x + 2),1 / (x - 1) + 1 / (x + 2),A,Decomposing into partial fractions and solving for A and B: (x + 3) / (x - 1)(x + 2) = A / (x - 1) + B / (x + 2).,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x + 1)(x² + 1) into partial fractions.,1 / 2(x + 1) + (x - 1) / 2(x² + 1),1 / (x + 1) + 1 / (x² + 1),1 / 2(x + 1) - (x + 1) / 2(x² + 1),1 / 2(x + 1) + (x + 1) / 2(x² + 1),A,Using partial fraction decomposition for irreducible quadratic factors: 1 / (x + 1)(x² + 1) = A / (x + 1) + (Bx + C) / (x² + 1).,NET,Conceptual,Medium,Mathematics,Partial Fractions
The decomposition of (x + 1) / x(x² + 4) is,1 / 4x + (-x + 1) / 4(x² + 4),1 / 4x + (x + 1) / 4(x² + 4),1 / x + 1 / (x² + 4),1 / 4x - (x + 1) / 4(x² + 4),A,"Decomposing into partial fractions: (x + 1) / x(x² + 4) = A / x + (Bx + C) / (x² + 4), solving for A, B, and C.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x + 1)(x - 2) into partial fractions.,1 / 3(x + 1) + 5 / 3(x - 2),-1 / 3(x + 1) + 5 / 3(x - 2),1 / (x + 1) + 1 / (x - 2),-1 / (x + 1) + 1 / (x - 2),B,"Using partial fraction decomposition: (2x + 1) / (x + 1)(x - 2) = A / (x + 1) + B / (x - 2), then A = -1/3, B = 5/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 1)²(x + 2) is,1 / 9(x - 1) + 1 / 3(x - 1)² + 1 / 9(x + 2),1 / 9(x - 1) - 1 / 3(x - 1)² - 1 / 9(x + 2),-1 / 9(x - 1) + 1 / 3(x - 1)² - 1 / 9(x + 2),1 / 9(x - 1) + 1 / 3(x - 1)² - 1 / 9(x + 2),D,Decomposing into partial fractions for repeated linear factors: 1 / (x - 1)²(x + 2) = A / (x - 1) + B / (x - 1)² + C / (x + 2).,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2) / (x + 1)(x² + 3x + 2) into partial fractions.,3 / (x + 1) - 2 / (x + 2) + 1 / (x + 1),3 / (x + 1) - 2 / (x + 2),1 / (x + 1) + 2 / (x + 2),3 / (x + 1) + 2 / (x + 2),B,Decomposing into partial fractions: (x² + 2) / (x + 1)(x + 1)(x + 2) = A / (x + 1) + B / (x + 1)² + C / (x + 2).,NET,Conceptual,Medium,Mathematics,Partial Fractions
The decomposition of (2x - 1) / (x - 2)(x + 3) is,1 / (x - 2) + 1 / (x + 3),1 / (x + 3) + 1 / (x - 2),7 / 5(x - 2) + 3 / 5(x + 3),3 / (x - 2) + 1 / (x + 3),C,"Decomposing into partial fractions: (2x - 1) / (x - 2)(x + 3) = A / (x - 2) + B / (x + 3), then A = 7/5, B = 3/5.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x² + 5x + 6) into partial fractions.,1 / (x + 2) - 1 / (x + 3),1 / (x + 3) - 1 / (x + 2),1 / (x + 2) + 1 / (x + 3),-1 / (x + 2) + 1 / (x + 3),A,"Factorizing denominator and decomposing: 1 / (x + 2)(x + 3) = A / (x + 2) + B / (x + 3), then A = 1, B = -1.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 4) / (x + 1)(x - 2) is,-1 / (x + 1) + 2 / (x - 2),1 / (x + 1) + 2 / (x - 2),-1 / (x - 2) + 2 / (x + 1),1 / (x - 2) + 1 / (x + 1),B,"Using partial fraction decomposition: (x + 4) / (x + 1)(x - 2) = A / (x + 1) + B / (x - 2), then A = 1, B = 2.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The decomposition of 1 / (x + 1)(x + 2)(x + 3) is,1 / 2(x + 1) - 1 / (x + 2) + 1 / 2(x + 3),1 / (x + 1) + 1 / (x + 2) + 1 / (x + 3),-1 / 2(x + 1) + 1 / (x + 2) - 1 / 2(x + 3),1 / (x + 1) - 1 / (x + 2) + 1 / (x + 3),C,"Decomposing into partial fractions: 1 / (x + 1)(x + 2)(x + 3) = A / (x + 1) + B / (x + 2) + C / (x + 3), solving for A, B, and C.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x - 1)(x + 2) into partial fractions.,4 / 3(x - 1) + 5 / 3(x + 2),4 / 3(x - 1) - 5 / 3(x + 2),5 / 3(x - 1) + 4 / 3(x + 2),-4 / 3(x - 1) + 5 / 3(x + 2),B,"Decomposing into partial fractions: (3x + 2) / (x - 1)(x + 2) = A / (x - 1) + B / (x + 2), then A = 5/3, B = 4/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 1) / (x + 1)(x² + 4) is,2 / (x + 1) + (x - 1) / (x² + 4),2 / 5(x + 1) + (4 - x) / 5(x² + 4),1 / (x + 1) + x / (x² + 4),1 / (x + 1) + 1 / (x² + 4),B,"To decompose, we use A / (x + 1) + (Bx + C) / (x² + 4) and solve for A, B, and C by equating coefficients.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x + 2)² into partial fractions.,1 / (x + 2) + 1 / (x + 2)²,1 / (x + 2) - 1 / (x + 2)²,1 / (x + 2) + 2 / (x + 2)²,1 / (x + 2) + 3 / (x + 2)²,A,"Using the form A / (x + 2) + B / (x + 2)², we find A and B by equating the numerator.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The value of A in (x + 2) / (x - 1)(x + 3) = A / (x - 1) + B / (x + 3) is, 1 / 4, 3 / 4, 1 / 2, 3 / 2,A,"To find A, we substitute x = 1 into the equation (x + 2) / (x + 3) = A + B(x - 1) / (x + 3).",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x - 1) / (x - 1)(x + 2) into partial fractions.,2 / 3(x - 1) + 7 / 3(x + 2),2 / (x - 1) + 1 / (x + 2),1 / (x - 1) + 2 / (x + 2),4 / (x - 1) + 1 / (x + 2),A,"Using A / (x - 1) + B / (x + 2), we equate (3x - 1) to A(x + 2) + B(x - 1) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / x(x² + 1) into partial fractions.,1 / x + (x - 1) / (x² + 1),1 / x - (x + 1) / (x² + 1),1 / x + (1 - x) / (x² + 1),1 / x + x / (x² + 1),C,"Using A / x + (Bx + C) / (x² + 1), we equate (x + 1) to A(x² + 1) + x(Bx + C) and solve for A, B, and C.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 1)(x + 1) is,1 / 2(x - 1) - 1 / 2(x + 1),1 / (x - 1) + 1 / (x + 1),1 / (x - 1) - 1 / (x + 1),1 / 2(x + 1) - 1 / 2(x - 1),A,"Using A / (x - 1) + B / (x + 1), we equate 1 to A(x + 1) + B(x - 1) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2) / (x + 1)(x² + 3) into partial fractions.,1 / 2(x + 1) + (3 - x) / 2(x² + 3),1 / (x + 1) + x / (x² + 3),1 / 2(x + 1) + (x + 1) / 2(x² + 3),3 / (x + 1) + 1 / (x² + 3),A,"Using A / (x + 1) + (Bx + C) / (x² + 3), we equate (x² + 2) to A(x² + 3) + (x + 1)(Bx + C) and solve.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x + 3) / (x + 1)(x + 2) into partial fractions.,1 / (x + 1) + 1 / (x + 2),2 / (x + 1) + 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),1 / (x + 1) - 1 / (x + 2),A,"Using A / (x + 1) + B / (x + 2), we equate (2x + 3) to A(x + 2) + B(x + 1) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The value of B in (x - 2) / (x + 1)(x - 3) = A / (x + 1) + B / (x - 3) is, 1 / 4,-1 / 4, 3 / 4,-3 / 4,A,"To find B, we substitute x = 3 into the equation (x - 2) / (x + 1) = A(x - 3) / (x + 1) + B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 4) / (x + 1)(x + 3) into partial fractions.,3 / 2(x + 1) + -1 / 2(x + 3),1 / (x + 1) + 1 / (x + 3),3 / (x + 1) - 2 / (x + 3),2 / (x + 1) + 1 / (x + 3),A,"Using A / (x + 1) + B / (x + 3), we equate (x + 4) to A(x + 3) + B(x + 1) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + x + 1) / (x + 1)(x² + 1) into partial fractions.,1 / 2(x + 1) + (1 - x) / 2(x² + 1),1 / (x + 1) + x / (x² + 1),1 / (x + 1) + 1 / (x² + 1),1 / 2(x + 1) + (x - 1) / 2(x² + 1),A,"Using A / (x + 1) + (Bx + C) / (x² + 1), we equate (x² + x + 1) to A(x² + 1) + (x + 1)(Bx + C) and solve.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / x(x + 1) is,2 / x - 1 / (x + 1),1 / x + 1 / (x + 1),2 / x + 1 / (x + 1),1 / x - 1 / (x + 1),A,"Using A / x + B / (x + 1), we equate (x + 2) to A(x + 1) + Bx and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x + 2)(x - 1) into partial fractions.,4 / 3(x + 2) + 5 / 3(x - 1),1 / (x + 2) + 2 / (x - 1),2 / (x + 2) + 1 / (x - 1),1 / (x + 2) + 1 / (x - 1),A,"Using A / (x + 2) + B / (x - 1), we equate (3x + 2) to A(x - 1) + B(x + 2) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / x(x + 1)(x + 2) is,1 / 2x - 1 / (x + 1) + 1 / 2(x + 2),1 / x - 1 / (x + 1) + 1 / (x + 2),1 / 2x + 1 / (x + 1) + 1 / 2(x + 2),-1 / 2x + 1 / (x + 1) - 1 / 2(x + 2),A,"Using A / x + B / (x + 1) + C / (x + 2), we equate 1 to A(x + 1)(x + 2) + Bx(x + 2) + Cx(x + 1) and solve.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x + 2)(x + 3) into partial fractions.,2 / (x + 2) - 1 / (x + 3),1 / (x + 2) + 1 / (x + 3),1 / (x + 2) - 2 / (x + 3),2 / (x + 3) - 1 / (x + 2),C,"Using A / (x + 2) + B / (x + 3), we equate (x + 1) to A(x + 3) + B(x + 2) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The value of A in 1 / (x - 1)(x + 1) = A / (x - 1) + B / (x + 1) is, 1 / 2,-1 / 2,1,-1,A,"To find A, we substitute x = 1 into the equation 1 / (x + 1) = A + B(x - 1) / (x + 1).",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x - 3) / (x + 1)(x - 2) into partial fractions.,4 / 3(x + 1) + -1 / 3(x - 2),1 / (x + 1) + 1 / (x - 2),2 / (x + 1) + 1 / (x - 2),1 / (x + 1) + 2 / (x - 2),A,"Using A / (x + 1) + B / (x - 2), we equate (x - 3) to A(x - 2) + B(x + 1) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x + 2)(x + 3) is,3 / (x + 2) - 5 / (x + 3),-3 / (x + 2) + 5 / (x + 3),1 / (x + 2) + 1 / (x + 3),2 / (x + 2) + 3 / (x + 3),B,"Using A / (x + 2) + B / (x + 3), we equate (2x + 1) to A(x + 3) + B(x + 2) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 3x + 2) / (x + 1)(x² + 2x + 1) into partial fractions.,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) + x / (x + 1)²,1 / (x + 1) + 2 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,A,"First simplify the expression, then use A / (x + 1) + B / (x + 1)² to decompose.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The value of A in the partial fraction decomposition of 1 / (x(x + 1)) = A / x + B / (x + 1) is,1,-1, 1 / 2,-1 / 2,A,"Clear fractions and equate coefficients, 1 = A(x + 1) + Bx. Let x = 0, then A = 1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / ((x + 1)(x - 2)) into partial fractions.,1 / (x + 1) + 1 / (x - 2),-1 / 3(x + 1) + 5 / 3(x - 2),1 / (x + 1) + 2 / (x - 2),1 / (x - 2) - 1 / (x + 1),B,Apply partial fraction decomposition: (2x + 1) / ((x + 1)(x - 2)) = A / (x + 1) + B / (x - 2). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / (x² + 3x + 2) is,1 / (x + 1) + 0 / (x + 2),-1 / (x + 1) + 2 / (x + 2),0 / (x + 1) + 1 / (x + 2),1 / (x + 2),B,Factor x² + 3x + 2 into (x + 1)(x + 2) and apply partial fraction decomposition: (x + 2) / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The value of B in the partial fraction decomposition of (2x + 3) / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2) is,1,-1,2,-2,B,"Clear fractions: 2x + 3 = A(x + 2) + B(x + 1). Let x = -2, then B = -1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² - x - 2) into partial fractions.,2 / 3(x - 2) + 1 / 3(x + 1),1 / (x + 1) + 1 / (x - 2),1 / 3(x + 1) + 2 / 3(x - 2),-1 / (x + 1) + 2 / (x - 2),C,"Factor x² - x - 2 into (x + 1)(x - 2) and apply partial fraction decomposition, (x + 3) / ((x + 1)(x - 2)) = A / (x + 1) + B / (x - 2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + x + 1) / (x(x² + 1)) is,1 / x + (-x + 1) / (x² + 1),1 / x + (x + 1) / (x² + 1),1 / x + x / (x² + 1),1 / x - x / (x² + 1),A,Apply partial fraction decomposition: (x² + x + 1) / (x(x² + 1)) = A / x + (Bx + C) / (x² + 1). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x - 1) / ((x - 1)(x - 2)) into partial fractions.,-1 / (x - 1) + 3 / (x - 2),1 / (x - 1) + 1 / (x - 2),1 / (x - 2) - 1 / (x - 1),-1 / (x - 2) + 3 / (x - 1),A,Apply partial fraction decomposition: (2x - 1) / ((x - 1)(x - 2)) = A / (x - 1) + B / (x - 2). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x³ - x) is,-1 / x + 1 / (2(x - 1)) + 1 / (2(x + 1)),1 / x + 1 / (x - 1) + 1 / (x + 1),-1 / x + 1 / (x - 1) - 1 / (x + 1),1 / (2x) + 1 / (2(x - 1)) - 1 / (x + 1),A,"Factor x³ - x into x(x - 1)(x + 1) and apply partial fraction decomposition, 1 / (x(x - 1)(x + 1)) = A / x + B / (x - 1) + C / (x + 1).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² - 4x + 3) into partial fractions.,-1 / (x - 1) + 2 / (x - 3),1 / (x - 1) + 1 / (x - 3),-1 / (x - 3) + 1 / (x - 1),2 / (x - 1) - 1 / (x - 3),D,"Factor x² - 4x + 3 into (x - 1)(x - 3) and apply partial fraction decomposition, (x + 1) / ((x - 1)(x - 3)) = A / (x - 1) + B / (x - 3).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The value of A in 1 / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2) is,1,-1,2,-2,A,"Clear fractions: 1 = A(x + 2) + B(x + 1). Let x = -1, then A = 1.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2) / (x(x + 1)) into partial fractions.,2 / x - 1 / (x + 1),1 / x + 1 / (x + 1),2 / x + 0 / (x + 1),1 / x + (x + 1) / x,A,Apply partial fraction decomposition: (x² + 2) / (x(x + 1)) = A / x + B / (x + 1). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / ((x + 1)(x + 3)) is,1 / 2(x + 1) + 1 / 2(x + 3),-1 / 2(x + 1) + 3 / 2(x + 3),1 / (x + 1) - 1 / (x + 3),1 / (x + 3) + 1 / (x + 1),B,Apply partial fraction decomposition: (x + 2) / ((x + 1)(x + 3)) = A / (x + 1) + B / (x + 3). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / ((x + 1)(x² + 1)) into partial fractions.,1 / 2(x + 1) + (-x + 1) / (2(x² + 1)),1 / (x + 1) - x / (x² + 1),1 / (2(x + 1)) + (x + 1) / (2(x² + 1)),1 / (x + 1) + 1 / (x² + 1),A,Apply partial fraction decomposition: 1 / ((x + 1)(x² + 1)) = A / (x + 1) + (Bx + C) / (x² + 1). Clear fractions and equate coefficients.,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x³ - x²) into partial fractions.,-1 / x + 2 / x² + 1 / (x - 1),-1 / x - 2 / x² + 2 / (x - 1),2 / x - 1 / x² - 1 / (x - 1),1 / x + 1 / x² - 2 / (x - 1),B,"Decomposing into partial fractions by factoring the denominator into x²(x - 1), we equate coefficients.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of (x² + 1) / (x³ + 2x² + x) is,A / x + (Bx + C) / (x + 1)²,A / x + B / (x + 1) + C / (x + 1)²,A / x + B / (x + 1) - C / (x + 1)²,A / x - B / (x + 1) + C / (x + 1)²,B,"The denominator is factored into x(x + 1)², requiring the given form for partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x² + 2x + 1) / (x³ + x² + x + 1) into partial fractions.,1 / (x + 1) + (2x + 1) / (x² + 1),1 / (x + 1) + (x - 1) / (x² + 1),2 / (x + 1) + (x + 1) / (x² + 1),2 / (x + 1) - x / (x² + 1),A,"Factoring the denominator and applying partial fraction decomposition, we equate coefficients to find the correct form.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of 1 / (x⁴ - 1) is,A / (x - 1) + B / (x + 1) + (Cx + D) / (x² + 1),A / (x - 1) + B / (x + 1) + C / (x² + 1),A / (x + 1) + B / (x - 1) + C / (x² - 1),A / (x + 1) + (Bx + C) / (x² + 1) + D / (x - 1),A,"The denominator is factored into (x² - 1)(x² + 1) = (x - 1)(x + 1)(x² + 1), requiring the given form.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² + 5x + 6) into partial fractions.,2 / (x + 2) - 1 / (x + 3),-1 / (x + 2) + 2 / (x + 3),1 / (x + 2) + 1 / (x + 3),1 / (x + 2) + 2 / (x + 3),B,"The denominator is factored into (x + 2)(x + 3), and partial fraction decomposition is applied.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2x + 1) / (x³ + 3x² + 3x + 1) into partial fractions.,1 / (x + 1) + (x + 1) / (x + 1)² - 2 / (x + 1)³,1 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)² - 1 / (x + 1)³,1 / (x + 1)² + 1 / (x + 1)³,C,"The denominator is (x + 1)³, so we use the form for repeated roots to decompose.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x² + 4x + 4) into partial fractions.,3 / (x + 2) - 4 / (x + 2)²,1 / (x + 2) + 1 / (x + 2)²,3 / (x + 2) + 4 / (x + 2)²,3 / (x + 2) - 2 / (x + 2)²,A,"Using the form for repeated roots, we equate coefficients to get the decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + 1) / (x⁴ - 1) is,1 / (2(x² + 1)) + 1 / (2(x² - 1)),1 / (2(x² - 1)),1 / (2(x + 1)) - 1 / (2(x - 1)) + (x) / (x² + 1),1 / (2(x - 1)) + 1 / (2(x + 1)) + x / (x² + 1),C,"The denominator is factored into (x² - 1)(x² + 1), and then further into (x - 1)(x + 1)(x² + 1).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x³ + 2x² - x - 2) into partial fractions.,1 / (3(x + 1)) + 0 / (x - 1) + 1 / (3(x + 2)),1 / (3(x + 1)) - 1 / (x - 1) + 1 / (3(x + 2)),1 / (x + 1) + 1 / (x - 1) + 1 / (x + 2),0 / (x + 1) + 1 / (x - 1) + 1 / (x + 2),B,"The denominator is factored into (x + 1)(x - 1)(x + 2), and partial fraction decomposition is applied.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of 1 / (x³ - x) is,A / x + B / (x + 1) + C / (x - 1),A / x + (Bx + C) / (x² - 1),A / x + B / (x - 1),A / (x + 1) + B / (x - 1),A,"The denominator is factored into x(x - 1)(x + 1), requiring the given form for decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x² + x + 1) / (x³ + x) into partial fractions.,1 / x + (x + 1) / (x² + 1),1 / x + (x - 1) / (x² + 1),2 / x + x / (x² + 1),1 / x + x / (x² + 1),A,"The denominator is factored into x(x² + 1), and we apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x³ - x² + x - 1) is,1 / (2(x - 1)) + (-x + 1) / (2(x² + 1)),1 / (2(x + 1)) + (x + 1) / (2(x² + 1)),1 / (2(x - 1)) + (x + 2) / (2(x² + 1)),1 / (x - 1) + x / (x² + 1),A,"The denominator is factored into (x - 1)(x² + 1), and partial fraction decomposition is applied.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 3x + 2) / (x³ + 4x² + 5x + 2) into partial fractions.,1 / (x + 1) + (x + 1) / (x + 1)² - 1 / (x + 2),1 / (x + 1) + 0 / (x + 1)² + 0 / (x + 2),0 / (x + 1) + 1 / (x + 1)² + 1 / (x + 2),1 / (x + 2),B,"Factoring the denominator and applying partial fraction decomposition, we equate coefficients.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of (x² + 1) / (x + 1)(x + 2)(x + 3) is,A / (x + 1) + B / (x + 2) + C / (x + 3),A / (x + 1) + (Bx + C) / (x + 2)(x + 3),(Ax + B) / (x + 1) + C / (x + 2) + D / (x + 3),A / (x + 1) + B / (x + 2) + (Cx + D) / (x + 3),A,"Decomposition has distinct linear factors, so the form is A / (x + 1) + B / (x + 2) + C / (x + 3).",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x² - 4) into partial fractions.,1 / (x + 2) + 1 / (x - 2),1 / (x - 2),1 / (2(x - 2)) + 1 / (2(x + 2)),3/4 / (x - 2) + 1/4 / (x + 2),B,Simplify to (x + 2) / ((x + 2)(x - 2)) = 1 / (x - 2).,NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x² + 3x + 2) is,-1 / (x + 1) + 3 / (x + 2),1 / (x + 1) + 1 / (x + 2),3 / (x + 1) - 1 / (x + 2),-3 / (x + 1) + 1 / (x + 2),A,Factor denominator and equate coefficients: (2x + 1) / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2).,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x⁴ - 1) into partial fractions.,1/2 / (x - 1) - 1/2 / (x + 1) + 1/2 / (x² + 1),1/4 / (x - 1) - 1/4 / (x + 1) + (x + 1) / (2(x² + 1)),1/4 / (x - 1) - 1/4 / (x + 1) - x / (2(x² + 1)),1/4 / (x - 1) + 1/4 / (x + 1) + 1 / (2(x² + 1)),C,Factor x⁴ - 1 as (x² - 1)(x² + 1) = (x - 1)(x + 1)(x² + 1) and decompose.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of 1 / (x - 1)²(x + 2) is,A / (x - 1) + B / (x + 2),A / (x - 1) + B / (x - 1)² + C / (x + 2),A / (x + 2) + B / (x - 1)²,A / (x - 1)² + B / (x + 2),B,Repeated linear factor (x - 1)² requires two terms: A / (x - 1) + B / (x - 1)².,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x - 1) / (x² - x - 2) into partial fractions.,1 / (x + 1) + 1 / (x - 2),5/3 / (x + 1) + 1/3 / (x - 2),1/3 / (x + 1) + 5/3 / (x - 2),1 / (x - 2),C,Decompose (2x - 1) / ((x + 1)(x - 2)) by equating coefficients.,NET,Conceptual,Medium,Mathematics,Partial Fractions
